SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:56;;;;;;;;
Projet;_Forest resources database;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
Calculation: ;Analyser;;;;;;;;;;;;
Results: ;Inventaire;;;;;;;;;;;;
Product: ;1 ha _Oak forest rack making by gyratory crusher, in forest/FR U (of project _Forest resources database);;;;;;;;;;;;
Méthode: ;;;;;;;;;;;;;
Indicateur: ;Inventaire;;;;;;;;;;;;
Unité: ;?;;;;;;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;;;;;;
Per sub-compartment: ;Oui;;;;;;;;;;;;
Default units: ;Non;;;;;;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;;;;;;
Sorted on item: ;Substance;;;;;;;;;;;;
Sort order: ;Croissant;;;;;;;;;;;;
;;;;;;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak forest rack making by gyratory crusher, in forest/FR U;Operation, lorry 3.5-16t, fleet average/RER S;Operation, passenger car, diesel, fleet average/RER S;Diesel, at regional storage/RER S;_Tillage, ploughing/CH U_Air emissions of tractor diesel combustion, in forest/FR U;_Tillage, ploughing/CH U_Soil emissions from tyre abrasion of tractor, in forest/FR U;Tractor, production/CH/I S;Agricultural machinery, general, production/CH/I S
705;Nickel, 1.13% in sulfide, Ni 0.76% and Cu 0.76% in crude ore, in ground;Brut;in ground;kg;1.12827E-05;x;1.0311E-07;1.05098E-07;3.10912E-06;x;x;4.84486E-06;3.12047E-06
706;Nickel, 1.98% in silicates, 1.04% in crude ore, in ground;Brut;in ground;kg;0.280852583;x;0.00015223;0.000155166;0.004164779;x;x;0.076613708;0.1997667
707;Nickel, ion;Eau;;kg;4.40265E-06;x;1.2085E-07;4.3914E-08;5.57411E-07;x;x;1.16229E-06;2.51818E-06
708;Nickel, ion;Eau;groundwater;kg;3.08702E-06;x;1.8975E-08;1.9341E-08;5.8529E-07;x;x;1.00265E-06;1.46076E-06
709;Nickel, ion;Eau;lake;kg;2.63789E-13;x;2.3405E-15;2.3856E-15;2.516E-14;x;x;1.75066E-13;5.88374E-14
710;Nickel, ion;Eau;ocean;kg;3.97939E-07;x;8.0765E-09;8.2322E-09;3.39328E-07;x;x;2.64293E-08;1.58734E-08
711;Nickel, ion;Eau;river;kg;4.90739E-06;x;3.7904E-08;3.8634E-08;1.09802E-06;x;x;1.5014E-06;2.23143E-06
712;Niobium-95;Air;low. pop.;Bq;3.6511E-06;x;7.0062E-09;7.1412E-09;5.95872E-08;x;x;1.60908E-06;1.96829E-06
713;Niobium-95;Eau;river;Bq;0.016972164;x;0.000066613;0.000067898;0.001500506;x;x;0.007273367;0.00806378
714;Nitrate;Air;high. pop.;kg;1.10442E-07;x;2.004E-10;2.0426E-10;5.66158E-09;x;x;4.99635E-08;5.44122E-08
715;Nitrate;Air;low. pop.;kg;6.14906E-07;x;3.7549E-09;3.8272E-09;1.01209E-07;x;x;2.38191E-07;2.67924E-07
716;Nitrate;Eau;groundwater;kg;0.00119925;x;2.2882E-06;2.3322E-06;5.43783E-05;x;x;0.000451052;0.000689199
717;Nitrate;Eau;ocean;kg;0.000190923;x;3.3727E-06;3.4378E-06;0.00013964;x;x;2.28585E-05;2.1615E-05
718;Nitrate;Eau;river;kg;0.000257937;x;5.7497E-06;5.8606E-06;0.000130834;x;x;0.000074253;4.12402E-05
719;Nitrite;Eau;ocean;kg;9.33511E-07;x;6.691E-09;6.82E-09;1.88648E-07;x;x;3.48365E-07;3.82987E-07
720;Nitrite;Eau;river;kg;4.74323E-07;x;5.939E-09;6.0534E-09;1.67492E-07;x;x;1.86902E-07;1.07936E-07
721;Nitrobenzene;Air;high. pop.;kg;1.20647E-10;x;6.5493E-13;6.6756E-13;2.01422E-11;x;x;4.59687E-11;5.32134E-11
722;Nitrobenzene;Eau;river;kg;4.83487E-10;x;2.6246E-12;2.6752E-12;8.07206E-11;x;x;1.84217E-10;2.1325E-10
723;Nitrogen;Eau;ocean;kg;3.7386E-06;x;7.7685E-08;7.9182E-08;3.32416E-06;x;x;1.64653E-07;9.29218E-08
724;Nitrogen;Eau;river;kg;0.000183;x;3.1454E-06;0.000003206;0.00012511;x;x;3.01658E-05;2.13727E-05
725;Nitrogen oxides;Air;;kg;0.07700591;x;0.038945;0.0145322;0.005604908;x;x;0.007444292;0.01047951
726;Nitrogen oxides;Air;high. pop.;kg;0.021287582;x;0.00034185;0.00034844;0.010021939;x;x;0.005642513;0.00493284
727;Nitrogen oxides;Air;low. pop.;kg;1.358875028;x;0.0018748;0.0019109;0.042689556;1.292827586;x;0.008852546;0.01071964
728;Nitrogen oxides;Air;stratosphere + troposphere;kg;6.12171E-09;x;8.0805E-11;8.2362E-11;2.12101E-09;x;x;2.81452E-09;1.02301E-09
729;Nitrogen, organic bound;Eau;ocean;kg;0.000108963;x;2.2786E-06;2.3226E-06;9.57771E-05;x;x;5.27703E-06;3.30802E-06
730;Nitrogen, organic bound;Eau;river;kg;0.000187326;x;2.8222E-06;2.8766E-06;5.71236E-05;x;x;7.91158E-05;4.53879E-05
731;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;;kg;0.006162171;x;0.0029158;0.00052332;0.000691465;x;x;0.000895612;0.001135974
732;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;high. pop.;kg;0.062478632;x;0.000030347;0.000030932;0.000926453;x;x;0.032383;0.0291079
733;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;low. pop.;kg;0.112405718;x;0.0022524;0.0022958;0.037382436;0.064013793;x;0.003519863;0.002941426
734;NMVOC, non-methane volatile organic compounds, unspecified origin;Air;stratosphere + troposphere;kg;2.93387E-10;x;3.8727E-12;3.9474E-12;1.01651E-10;x;x;1.34887E-10;4.90287E-11
735;Noble gases, radioactive, unspecified;Air;low. pop.;Bq;3559175.32;x;25512;26004;719311.32;x;x;1328180;1460168
736;o-Xylene;Eau;;kg;3.50479E-10;x;1.9163E-13;1.95328E-13;4.12252E-12;x;x;2.87724E-10;5.82454E-11
737;Occupation, arable, non-irrigated;Brut;land;m2a;0.028924923;x;0.000023009;0.000023452;0.000208589;x;x;0.009991163;0.01867871
738;Occupation, construction site;Brut;land;m2a;0.006250667;x;0.00011862;0.000120908;0.004167727;x;x;0.000832498;0.001010914
739;Occupation, dump site;Brut;land;m2a;0.065093881;x;0.00017407;0.000177424;0.005086645;x;x;0.024391042;0.0352647
740;Occupation, dump site, benthos;Brut;land;m2a;0.015545619;x;0.00031774;0.00032386;0.013574434;x;x;0.000797451;0.000532134
741;Occupation, forest, intensive;Brut;land;m2a;0.047525438;x;0.000052779;0.000053796;0.001087501;x;x;0.042238792;0.00409257
742;Occupation, forest, intensive, normal;Brut;land;m2a;0.585386958;x;0.0024357;0.0024826;0.068085108;x;x;0.23949375;0.2728898
743;Occupation, forest, intensive, short-cycle;Brut;land;m2a;0.000760766;x;0.000017875;1.82198E-05;0.000596363;x;x;9.21648E-05;3.61438E-05
744;Occupation, industrial area;Brut;land;m2a;0.151992214;x;0.0028981;0.002954;0.113762376;x;x;0.014063108;0.01831463
745;Occupation, industrial area, benthos;Brut;land;m2a;0.000121139;x;2.7685E-06;2.8218E-06;0.000104128;x;x;6.68418E-06;4.73674E-06
746;Occupation, industrial area, built up;Brut;land;m2a;0.024031787;x;0.00019762;0.00020144;0.005358881;x;x;0.008139917;0.01013393
747;Occupation, industrial area, vegetation;Brut;land;m2a;0.008182942;x;0.00010562;0.000107656;0.002716328;x;x;0.002387429;0.002865909
748;Occupation, mineral extraction site;Brut;land;m2a;0.029614057;x;0.00031496;0.00032104;0.01010646;x;x;0.007331667;0.01153993
749;Occupation, permanent crop, fruit, intensive;Brut;land;m2a;0.001104681;x;0.000025731;0.000026228;0.000857526;x;x;0.000146178;4.90176E-05
750;Occupation, shrub land, sclerophyllous;Brut;land;m2a;0.001274743;x;4.8731E-06;0.000004967;0.000113369;x;x;0.000409425;0.000742109
751;Occupation, traffic area, rail embankment;Brut;land;m2a;0.006101314;x;0.00016244;0.000165566;0.001263324;x;x;0.00173639;0.002773594
752;Occupation, traffic area, rail network;Brut;land;m2a;0.006746637;x;0.00017962;0.000183078;0.001396952;x;x;0.001920058;0.00306693
753;Occupation, traffic area, road embankment;Brut;land;m2a;0.007753606;x;0.000090707;0.000092454;0.000974676;x;x;0.003431529;0.00316424
754;Occupation, traffic area, road network;Brut;land;m2a;0.070399152;x;0.0025299;0.0025786;0.047063016;x;x;0.007824346;0.01040329
755;Occupation, urban, discontinuously built;Brut;land;m2a;2.45495E-05;x;1.0857E-07;1.10668E-07;3.4267E-06;x;x;7.72674E-06;1.31768E-05
756;Occupation, water bodies, artificial;Brut;land;m2a;0.030477738;x;0.00036563;0.00037268;0.010857319;x;x;0.008871758;0.01001035
757;Occupation, water courses, artificial;Brut;land;m2a;0.038871883;x;0.0015542;0.00158412;0.010460596;x;x;0.012191988;0.01308098
758;Oil, crude;Brut;in ground;kg;43.05754917;x;1.3213;1.34676;36.31446;x;x;2.731929167;1.3431
759;Oils, biogenic;Sol;;kg;4.41758E-06;x;1.1761E-07;1.19876E-07;9.14692E-07;x;x;1.25723E-06;2.00818E-06
760;Oils, biogenic;Sol;forestry;kg;5.01438E-06;x;2.3604E-08;2.4058E-08;6.30532E-07;x;x;2.4009E-06;1.93529E-06
761;Oils, unspecified;Eau;;kg;8.6841E-05;x;6.1482E-07;6.2666E-07;1.88246E-05;x;x;2.12353E-05;4.55396E-05
762;Oils, unspecified;Eau;ocean;kg;0.027860357;x;0.00070546;0.00071906;0.024472375;x;x;0.001240112;0.00072335
763;Oils, unspecified;Eau;river;kg;0.149340401;x;0.0031517;0.0032124;0.133493724;x;x;0.006234125;0.003248452
764;Oils, unspecified;Sol;;kg;0.000849478;x;0.000019673;0.000020052;0.000754725;x;x;3.56933E-05;1.93347E-05
765;Oils, unspecified;Sol;forestry;kg;0.185806116;x;0.003884;0.0039588;0.166230792;x;x;0.007723204;0.00400932
766;Oils, unspecified;Sol;industrial;kg;6.25788E-06;x;1.1193E-07;1.14092E-07;3.99246E-06;x;x;9.86264E-07;1.05313E-06
767;Olivine;Brut;in ground;kg;7.21096E-07;x;1.7632E-09;1.79714E-09;4.6624E-08;x;x;5.53651E-07;1.1726E-07
768;Orbencarb;Sol;agricultural;kg;3.5149E-08;x;3.8966E-11;3.9718E-11;8.51727E-10;x;x;2.6701E-08;7.51766E-09
769;Ozone;Air;;kg;0.000120066;x;8.932E-07;9.1042E-07;2.55806E-05;x;x;4.63507E-05;4.63314E-05
770;Ozone;Air;high. pop.;kg;2.47196E-08;x;2.4201E-10;2.4668E-10;6.17723E-09;x;x;6.94587E-09;1.11078E-08
771;Ozone;Air;low. pop.;kg;1.88903E-09;x;6.7133E-12;6.8426E-12;1.02817E-10;x;x;1.35667E-09;4.15991E-10
772;PAH, polycyclic aromatic hydrocarbons;Air;;kg;1.14934E-05;x;2.8832E-08;2.7194E-08;4.78198E-07;x;x;8.39962E-06;2.55955E-06
773;PAH, polycyclic aromatic hydrocarbons;Air;high. pop.;kg;9.37237E-07;x;3.3214E-09;3.3854E-09;9.85126E-08;x;x;4.88439E-07;3.43578E-07
774;PAH, polycyclic aromatic hydrocarbons;Air;low. pop.;kg;0.000109031;x;2.3181E-08;2.3628E-08;7.82178E-07;0.000107819;x;1.61824E-07;2.20894E-07
775;PAH, polycyclic aromatic hydrocarbons;Eau;ocean;kg;6.90208E-06;x;1.4427E-07;1.47048E-07;6.1746E-06;x;x;2.86995E-07;1.49162E-07
776;PAH, polycyclic aromatic hydrocarbons;Eau;river;kg;9.03905E-06;x;2.7041E-07;2.7562E-07;7.35921E-06;x;x;6.34984E-07;4.98834E-07
777;Particulates, < 2.5 um;Air;;kg;0.005830487;x;0.0014801;0.0011854;0.000453398;x;x;0.001040964;0.001670624
778;Particulates, < 2.5 um;Air;high. pop.;kg;0.002783721;x;0.000051694;0.00005269;0.001594757;x;x;0.000652828;0.000431753
779;Particulates, < 2.5 um;Air;low. pop.;kg;0.186164371;x;0.00012355;0.000125934;0.003557736;0.173213793;x;0.003349158;0.0057942
780;Particulates, < 2.5 um;Air;stratosphere + troposphere;kg;1.66165E-11;x;2.1933E-13;2.2356E-13;5.75724E-12;x;x;7.63951E-12;2.77685E-12
781;Particulates, > 10 um;Air;;kg;0.001197685;x;0.00057616;0.00024854;9.63406E-05;x;x;0.000111258;0.000165386
782;Particulates, > 10 um;Air;high. pop.;kg;0.001137164;x;0.000024309;0.000024778;0.000707813;x;x;0.000208363;0.000171902
783;Particulates, > 10 um;Air;low. pop.;kg;0.046266552;x;0.00012617;0.0001286;0.003832592;x;x;0.0140344;0.02814479
784;Particulates, > 2.5 um, and < 10um;Air;;kg;0.001279907;x;0.00062994;0.00027652;8.81113E-05;x;x;0.00014454;0.000140796
785;Particulates, > 2.5 um, and < 10um;Air;high. pop.;kg;0.000720241;x;6.4778E-06;6.6026E-06;0.00019868;x;x;0.000247643;0.000260839
786;Particulates, > 2.5 um, and < 10um;Air;low. pop.;kg;0.027432684;x;0.00004923;0.000050178;0.001460965;x;x;0.008490821;0.01738149
787;Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground;Brut;in ground;kg;5.25843E-08;x;1.1757E-09;1.1984E-09;4.53005E-08;x;x;3.13296E-09;1.77674E-09
788;Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground;Brut;in ground;kg;1.26369E-07;x;2.8255E-09;2.88E-09;1.08865E-07;x;x;7.52887E-09;4.2698E-09
789;Peat;Brut;biotic;kg;0.000672871;x;6.5932E-07;6.7202E-07;1.12835E-05;x;x;0.000528388;0.000131868
790;Pentane;Air;;kg;1.99441E-07;x;1.0905E-10;1.1115E-10;2.34598E-09;x;x;1.6373E-07;3.3145E-08
791;Pentane;Air;high. pop.;kg;0.003133209;x;0.000098598;0.000100498;0.002628466;x;x;0.000178767;0.00012688
792;Pentane;Air;low. pop.;kg;7.10159E-06;x;8.4657E-08;8.6288E-08;2.63996E-06;x;x;2.33045E-06;1.96022E-06
793;Phenol;Air;;kg;1.09278E-08;x;7.5023E-11;7.647E-11;1.95784E-09;x;x;4.87468E-09;3.94383E-09
794;Phenol;Air;high. pop.;kg;1.21369E-06;x;6.2875E-10;6.4088E-10;8.43439E-09;x;x;9.69436E-07;2.34547E-07
795;Phenol;Air;low. pop.;kg;4.43294E-07;x;7.4728E-09;7.6168E-09;1.90965E-07;x;x;1.14445E-07;1.22796E-07
796;Phenol;Eau;;kg;1.85802E-07;x;1.5186E-09;1.54792E-09;4.3977E-08;x;x;9.01663E-08;4.85921E-08
797;Phenol;Eau;ocean;kg;0.000108905;x;2.2762E-06;0.00000232;9.74053E-05;x;x;4.53901E-06;2.364E-06
798;Phenol;Eau;river;kg;0.00014819;x;4.5613E-06;4.6492E-06;0.000124452;x;x;9.77254E-06;4.7545E-06
799;Phenol, 2,4-dichloro-;Air;high. pop.;kg;1.5774E-11;x;7.6995E-14;7.848E-14;2.31708E-12;x;x;4.7234E-12;8.57808E-12
800;Phenol, pentachloro-;Air;high. pop.;kg;7.24589E-11;x;3.5655E-13;3.6342E-13;9.49778E-12;x;x;4.31133E-11;1.91279E-11
801;Phenol, pentachloro-;Air;low. pop.;kg;5.0858E-08;x;6.5383E-10;6.6642E-10;2.04373E-08;x;x;1.41391E-08;1.49613E-08
802;Phosphate;Eau;groundwater;kg;0.009284533;x;0.000035395;0.000036076;0.001047632;x;x;0.005047588;0.003117842
803;Phosphate;Eau;ocean;kg;3.08193E-05;x;5.3679E-07;5.4714E-07;1.91358E-05;x;x;5.0074E-06;5.59218E-06
804;Phosphate;Eau;river;kg;3.45589E-05;x;1.5026E-07;1.53158E-07;4.08517E-06;x;x;2.2071E-05;8.0993E-06
805;Phosphine;Air;high. pop.;kg;1.40963E-12;x;1.254E-14;1.2782E-14;1.30005E-13;x;x;9.46072E-13;3.08229E-13
806;Phosphorus;Brut;in ground;kg;0.000326034;x;4.9312E-06;5.0262E-06;0.000174997;x;x;7.8164E-05;6.29148E-05
807;Phosphorus;Air;;kg;6.9083E-09;x;5.3113E-12;5.4136E-12;9.59573E-11;x;x;6.62853E-09;1.73082E-10
808;Phosphorus;Air;high. pop.;kg;1.79104E-06;x;7.8004E-09;7.9506E-09;2.34381E-07;x;x;7.95177E-07;7.45735E-07
809;Phosphorus;Air;low. pop.;kg;3.08237E-07;x;4.9489E-10;5.0444E-10;1.39695E-08;x;x;9.20323E-08;2.01236E-07
810;Phosphorus;Eau;;kg;1.78895E-07;x;1.5184E-09;1.54764E-09;4.39803E-08;x;x;8.43959E-08;4.74525E-08
811;Phosphorus;Eau;groundwater;kg;4.75609E-09;x;1.1173E-10;1.13888E-10;3.72743E-09;x;x;5.76861E-10;2.26177E-10
812;Phosphorus;Eau;ocean;kg;6.89587E-06;x;1.4388E-07;1.46648E-07;6.1556E-06;x;x;2.93134E-07;1.56603E-07
813;Phosphorus;Eau;river;kg;2.07739E-05;x;2.4462E-07;2.4934E-07;5.52465E-06;x;x;8.81788E-06;5.93739E-06
814;Phosphorus;Sol;agricultural;kg;2.64289E-06;x;2.8142E-08;2.8684E-08;8.5366E-07;x;x;8.32785E-07;8.99618E-07
815;Phosphorus;Sol;industrial;kg;6.13633E-05;x;1.4841E-06;1.51274E-06;5.3805E-05;x;x;2.89358E-06;1.66789E-06
816;Phosphorus, 18% in apatite, 4% in crude ore, in ground;Brut;in ground;kg;0.000610784;x;0.000011144;1.13592E-05;0.000397837;x;x;9.38475E-05;9.65959E-05
817;Pirimicarb;Sol;agricultural;kg;5.46102E-09;x;4.3153E-12;4.3986E-12;3.78312E-11;x;x;1.84864E-09;3.56584E-09
818;Platinum;Air;high. pop.;kg;1.7318E-12;x;3.3976E-15;3.463E-15;3.08999E-14;x;x;7.62118E-13;9.31919E-13
819;Platinum;Air;low. pop.;kg;4.08072E-12;x;3.5575E-14;3.626E-14;1.04465E-12;x;x;1.38571E-12;1.57853E-12
820;Plutonium-238;Air;low. pop.;Bq;5.05311E-08;x;3.6217E-10;3.6916E-10;1.02113E-08;x;x;1.8857E-08;2.07315E-08
821;Plutonium-alpha;Air;low. pop.;Bq;1.15835E-07;x;8.3024E-10;8.4624E-10;2.3408E-08;x;x;4.32281E-08;4.75228E-08
822;Polonium-210;Air;;Bq;6.56752E-09;x;3.4434E-11;3.5098E-11;8.78853E-10;x;x;2.66413E-09;2.95501E-09
823;Polonium-210;Air;high. pop.;Bq;1.12867786;x;0.00060284;0.00061446;0.01678131;x;x;0.39809625;0.712583
824;Polonium-210;Air;low. pop.;Bq;2.272408807;x;0.023076;0.02352;0.70234164;x;x;0.792129167;0.731342
825;Polonium-210;Eau;groundwater;Bq;0.00224325;x;0.000040927;0.000041716;0.001461849;x;x;0.000344301;0.000354456
826;Polonium-210;Eau;ocean;Bq;2.788001493;x;0.04856;0.049496;1.73107116;x;x;0.452973333;0.505901
827;Polonium-210;Eau;river;Bq;0.492170777;x;0.0056065;0.0057146;0.17447976;x;x;0.173632417;0.1327375
828;Polychlorinated biphenyls;Air;;kg;5.28925E-08;x;1.5647E-10;1.59488E-10;4.47993E-09;x;x;1.50067E-08;3.30898E-08
829;Polychlorinated biphenyls;Air;high. pop.;kg;5.93842E-14;x;5.2832E-16;5.385E-16;5.47223E-15;x;x;3.9867E-14;1.29781E-14
830;Potassium;Air;high. pop.;kg;6.92991E-05;x;5.2183E-07;5.3188E-07;1.5769E-05;x;x;2.54268E-05;2.70496E-05
831;Potassium;Air;low. pop.;kg;5.87762E-06;x;7.4632E-09;7.607E-09;2.12445E-07;x;x;1.77917E-06;3.87094E-06
832;Potassium;Sol;agricultural;kg;1.46974E-05;x;1.565E-07;1.59518E-07;4.74725E-06;x;x;4.63132E-06;5.00277E-06
833;Potassium;Sol;industrial;kg;0.000429517;x;0.000010389;1.05892E-05;0.000376609;x;x;2.02546E-05;1.16754E-05
834;Potassium-40;Air;;Bq;8.84042E-10;x;4.6351E-12;4.7244E-12;1.183E-10;x;x;3.58633E-10;3.9775E-10
835;Potassium-40;Air;high. pop.;Bq;0.179227848;x;0.00009574;0.000097586;0.002665255;x;x;0.063193667;0.1131756
836;Potassium-40;Air;low. pop.;Bq;0.242907936;x;0.0028462;0.002901;0.088678044;x;x;0.082041792;0.0664409
837;Potassium-40;Eau;groundwater;Bq;0.000178178;x;3.2507E-06;3.3134E-06;0.000116115;x;x;2.73458E-05;2.8154E-05
838;Potassium-40;Eau;ocean;Bq;0.220817335;x;0.0038461;0.0039202;0.137107152;x;x;0.035876583;0.0400673
839;Potassium-40;Eau;river;Bq;0.617830308;x;0.0070379;0.0071736;0.219026808;x;x;0.2179625;0.1666295
840;Potassium chloride;Brut;in ground;kg;0.000166697;x;8.9266E-07;9.0986E-07;2.56544E-05;x;x;5.54866E-05;8.37532E-05
841;Potassium, ion;Eau;groundwater;kg;0.00065238;x;6.4439E-06;0.000006568;0.000200203;x;x;0.000230925;0.00020824
842;Potassium, ion;Eau;ocean;kg;0.003668633;x;0.00007668;0.000078158;0.003281897;x;x;0.000152596;7.93021E-05
843;Potassium, ion;Eau;river;kg;0.008219546;x;0.00024459;0.0002493;0.006798355;x;x;0.00057304;0.00035426
844;Propanal;Air;;kg;6.08722E-15;x;3.3283E-18;3.3924E-18;7.16035E-17;x;x;4.99724E-15;1.01165E-15
845;Propanal;Air;high. pop.;kg;3.6251E-07;x;7.797E-11;7.9472E-11;2.23751E-09;x;x;1.84661E-07;1.75454E-07
846;Propanal;Eau;river;kg;3.33408E-11;x;3.2357E-14;3.298E-14;5.54496E-13;x;x;1.90491E-11;1.36719E-11
847;Propane;Air;;kg;1.22266E-07;x;6.6851E-11;6.814E-11;1.4382E-09;x;x;1.00373E-07;2.03193E-08
848;Propane;Air;high. pop.;kg;0.002408901;x;0.000076624;0.0000781;0.002040784;x;x;0.000126979;8.64135E-05
849;Propane;Air;low. pop.;kg;0.000237947;x;3.0223E-06;3.0806E-06;0.000122853;x;x;4.78855E-05;6.11055E-05
850;Propene;Air;;kg;1.44119E-10;x;7.8802E-14;8.032E-14;1.6953E-12;x;x;1.18314E-10;2.39512E-11
851;Propene;Air;high. pop.;kg;0.00012605;x;3.6821E-06;0.000003753;9.79884E-05;x;x;1.15324E-05;9.09423E-06
852;Propene;Air;low. pop.;kg;9.75499E-06;x;2.5604E-08;2.6098E-08;7.80736E-07;x;x;2.84345E-06;6.0791E-06
853;Propene;Eau;river;kg;1.22908E-05;x;1.182E-07;1.20474E-07;3.27315E-06;x;x;6.41433E-06;2.36463E-06
854;Propionic acid;Air;;kg;2.77473E-09;x;1.5172E-12;1.54644E-12;3.26398E-11;x;x;2.2779E-09;4.61131E-10
855;Propionic acid;Air;high. pop.;kg;1.13665E-06;x;5.4425E-09;5.5474E-09;1.66198E-07;x;x;4.34468E-07;5.24993E-07
856;Propionic acid;Eau;river;kg;8.03015E-11;x;2.1783E-13;2.2202E-13;5.83881E-12;x;x;2.57933E-11;4.82295E-11
857;Propylamine;Air;high. pop.;kg;5.55785E-12;x;5.3939E-15;5.498E-15;9.24323E-14;x;x;3.17536E-12;2.27916E-12
858;Propylamine;Eau;river;kg;1.3339E-11;x;1.2945E-14;1.3195E-14;2.21838E-13;x;x;7.62096E-12;5.47008E-12
859;Propylene oxide;Air;high. pop.;kg;2.15101E-07;x;7.3149E-09;7.456E-09;1.0473E-07;x;x;4.83802E-08;4.72194E-08
860;Propylene oxide;Eau;river;kg;5.17526E-07;x;1.7601E-08;1.79402E-08;2.52003E-07;x;x;1.16377E-07;1.13605E-07
861;Protactinium-234;Air;low. pop.;Bq;0.061960325;x;0.00037721;0.00038448;0.010164445;x;x;0.02407525;0.02695894
862;Protactinium-234;Eau;river;Bq;1.138745643;x;0.0069535;0.0070876;0.18741996;x;x;0.441114583;0.49617
863;Pt, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground;Brut;in ground;kg;1.38847E-09;x;2.8451E-11;2.9E-11;1.08527E-09;x;x;1.26931E-10;1.18818E-10
864;Pt, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground;Brut;in ground;kg;4.9775E-09;x;1.0199E-10;1.0396E-10;3.89058E-09;x;x;4.55027E-10;4.25944E-10
865;Radioactive species, alpha emitters;Eau;river;Bq;0.005498519;x;0.00009544;0.00009728;0.003394591;x;x;0.000918424;0.000992784
866;Radioactive species, Nuclides, unspecified;Eau;ocean;Bq;359.711114;x;2.5782;2.6278;72.691164;x;x;134.23575;147.5782
867;Radioactive species, Nuclides, unspecified;Eau;river;Bq;2.968332816;x;0.0081507;0.0083078;0.223311816;x;x;2.3326625;0.3959
868;Radioactive species, other beta emitters;Air;high. pop.;Bq;218.7060098;x;0.054416;0.055466;0.33805044;x;x;217.4612083;0.796869
869;Radioactive species, other beta emitters;Air;low. pop.;Bq;0.001308382;x;0.000014385;1.46626E-05;0.000440065;x;x;0.000399488;0.000439782
870;Radium-224;Eau;ocean;Bq;43.51677492;x;0.90968;0.92722;38.931984;x;x;1.808867917;0.939023
871;Radium-224;Eau;river;Bq;90.37900683;x;2.7992;2.8532;76.868064;x;x;5.133270833;2.725272
872;Radium-226;Air;;Bq;9.27678E-10;x;4.8637E-12;4.9574E-12;1.24137E-10;x;x;3.76322E-10;4.17397E-10
873;Radium-226;Air;high. pop.;Bq;0.159341656;x;0.000085106;0.000086746;0.002369138;x;x;0.056197667;0.100603
874;Radium-226;Air;low. pop.;Bq;2.326790393;x;0.015609;0.01591;0.43344756;x;x;0.886910833;0.974913
875;Radium-226;Eau;;Bq;0.02102906;x;0.000011498;1.17198E-05;0.000247361;x;x;0.017263646;0.003494835
876;Radium-226;Eau;groundwater;Bq;0.001653591;x;0.000030169;0.00003075;0.001077607;x;x;0.000253782;0.000261283
877;Radium-226;Eau;ocean;Bq;71.6862545;x;1.4913;1.52006;63.57078;x;x;3.2283625;1.875752
878;Radium-226;Eau;river;Bq;853.19851;x;8.8073;8.977;239.67216;x;x;282.68875;313.0533
879;Radium-228;Air;;Bq;2.74859E-10;x;1.4411E-12;1.46888E-12;3.67797E-11;x;x;1.11501E-10;1.23669E-10
880;Radium-228;Air;high. pop.;Bq;0.861378217;x;0.00046077;0.00046966;0.012830454;x;x;0.302718333;0.544899
881;Radium-228;Air;low. pop.;Bq;0.09084766;x;0.0010795;0.00110034;0.0336609;x;x;0.03009075;0.02491617
882;Radium-228;Eau;;Bq;0.029590082;x;0.000016179;1.64914E-05;0.000348075;x;x;0.024291667;0.00491767
883;Radium-228;Eau;ocean;Bq;87.03680167;x;1.8194;1.85442;77.867244;x;x;3.617691667;1.878046
884;Radium-228;Eau;river;Bq;180.7577397;x;5.5984;5.7062;153.736128;x;x;10.26654167;5.45047
885;Radon-220;Air;;Bq;1.92931E-08;x;1.0115E-10;1.03104E-10;2.58175E-09;x;x;7.82655E-09;8.68057E-09
886;Radon-220;Air;high. pop.;Bq;0.013341954;x;7.1282E-06;7.2656E-06;0.000198231;x;x;0.004743279;0.00838605
887;Radon-220;Air;low. pop.;Bq;11.08033923;x;0.13024;0.13275;4.0586364;x;x;3.719495833;3.039217
888;Radon-222;Air;;Bq;1.08359E-08;x;5.6813E-11;5.7908E-11;1.45002E-09;x;x;4.39569E-09;4.87549E-09
889;Radon-222;Air;high. pop.;Bq;0.013339393;x;7.1156E-06;7.2528E-06;0.00019791;x;x;0.004742175;0.00838494
