SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:47;;;
Projet;_Forest resources database;;;;;;;
;;;;;;;;
;;;;;;;;
Calculation: ;Analyser;;;;;;;
Results: ;Inventaire;;;;;;;
Product: ;1 m3 _Oak logs for timber, manually felled, 80% water on dry mass basis, in forest/FR U (of project _Forest resources database);;;;;;;
Méthode: ;;;;;;;;
Indicateur: ;Inventaire;;;;;;;
Unité: ;?;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;
Per sub-compartment: ;Oui;;;;;;;
Default units: ;Non;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;
Sorted on item: ;Substance;;;;;;;
Sort order: ;Croissant;;;;;;;
;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak logs for timber, manually felled, 80% water on dry mass basis, in forest/FR U;_Power sawing, without catalytic converter/hr/RER_357XP/Husqvarna U (2009);Operation, passenger car, diesel, fleet average/RER S
1098;Transformation, to dump site, residual material landfill;Brut;land;m2;9.92135E-07;x;9.70535E-07;2.16003E-08
1099;Transformation, to dump site, sanitary landfill;Brut;land;m2;1.61298E-08;x;1.49078E-08;1.22198E-09
1100;Transformation, to dump site, slag compartment;Brut;land;m2;2.20511E-09;x;1.97949E-09;2.2562E-10
1101;Transformation, to forest;Brut;land;m2;1.84179E-06;x;1.75876E-06;8.30299E-08
1102;Transformation, to forest, intensive;Brut;land;m2;3.84524E-07;x;3.65416E-07;1.91075E-08
1103;Transformation, to forest, intensive, clear-cutting;Brut;land;m2;3.56842E-07;x;3.22153E-07;3.46891E-08
1104;Transformation, to forest, intensive, normal;Brut;land;m2;2.58606E-05;x;2.48783E-05;9.82297E-07
1105;Transformation, to forest, intensive, short-cycle;Brut;land;m2;3.56842E-07;x;3.22153E-07;3.46891E-08
1106;Transformation, to heterogeneous, agricultural;Brut;land;m2;3.47234E-05;x;3.13924E-05;3.33105E-06
1107;Transformation, to industrial area;Brut;land;m2;2.56512E-06;x;2.39364E-06;1.71478E-07
1108;Transformation, to industrial area, benthos;Brut;land;m2;8.35468E-08;x;7.64791E-08;7.06768E-09
1109;Transformation, to industrial area, built up;Brut;land;m2;5.6561E-06;x;5.39624E-06;2.59856E-07
1110;Transformation, to industrial area, vegetation;Brut;land;m2;2.79076E-06;x;2.61497E-06;1.75786E-07
1111;Transformation, to mineral extraction site;Brut;land;m2;0.000714842;x;0.000648238;6.66039E-05
1112;Transformation, to pasture and meadow;Brut;land;m2;1.21433E-07;x;1.16497E-07;4.93654E-09
1113;Transformation, to permanent crop, fruit, intensive;Brut;land;m2;2.01675E-07;x;1.81993E-07;1.96822E-08
1114;Transformation, to sea and ocean;Brut;land;m2;5.5486E-10;x;5.38896E-10;1.59643E-11
1115;Transformation, to shrub land, sclerophyllous;Brut;land;m2;1.53717E-06;x;1.48424E-06;5.29244E-08
1116;Transformation, to traffic area, rail embankment;Brut;land;m2;7.5272E-08;x;5.47337E-08;2.05384E-08
1117;Transformation, to traffic area, rail network;Brut;land;m2;8.27378E-08;x;6.0163E-08;2.25748E-08
1118;Transformation, to traffic area, road embankment;Brut;land;m2;2.8358E-07;x;2.64703E-07;1.88772E-08
1119;Transformation, to traffic area, road network;Brut;land;m2;1.06729E-05;x;9.29001E-06;1.38287E-06
1120;Transformation, to unknown;Brut;land;m2;6.76786E-07;x;6.34231E-07;4.25545E-08
1121;Transformation, to urban, discontinuously built;Brut;land;m2;1.14991E-09;x;1.0324E-09;1.17517E-10
1122;Transformation, to water bodies, artificial;Brut;land;m2;2.11574E-06;x;1.91634E-06;1.99402E-07
1123;Transformation, to water courses, artificial;Brut;land;m2;2.86261E-06;x;2.12934E-06;7.33274E-07
1124;Tributyltin compounds;Eau;ocean;kg;3.64423E-08;x;3.27845E-08;3.65784E-09
1125;Triethylene glycol;Eau;ocean;kg;1.02632E-08;x;9.96474E-09;2.98421E-10
1126;Trimethylamine;Air;high. pop.;kg;1.06232E-15;x;8.2951E-16;2.32806E-16
1127;Trimethylamine;Eau;river;kg;2.54953E-15;x;1.99081E-15;5.58725E-16
1128;Tungsten;Air;low. pop.;kg;8.49682E-13;x;7.88472E-13;6.12099E-14
1129;Tungsten;Eau;groundwater;kg;7.3965E-09;x;7.02487E-09;3.71627E-10
1130;Tungsten;Eau;river;kg;2.25809E-09;x;2.12994E-09;1.28148E-10
1131;Ulexite;Brut;in ground;kg;2.38336E-08;x;2.24682E-08;1.36539E-09
1132;Uranium;Brut;in ground;kg;1.1713E-06;x;1.08776E-06;8.35395E-08
1133;Uranium;Air;high. pop.;kg;1.14586E-10;x;1.13612E-10;9.74365E-13
1134;Uranium;Air;low. pop.;kg;4.84628E-12;x;4.44627E-12;4.00009E-13
1135;Uranium-234;Air;low. pop.;Bq;0.003409207;x;0.003162593;0.000246614
1136;Uranium-234;Eau;river;Bq;0.006293902;x;0.005840498;0.000453405
1137;Uranium-235;Air;low. pop.;Bq;0.000160496;x;0.000148934;1.1562E-05
1138;Uranium-235;Eau;river;Bq;0.010384948;x;0.009636822;0.000748126
1139;Uranium-238;Air;;Bq;3.08919E-12;x;2.86895E-12;2.20236E-13
1140;Uranium-238;Air;high. pop.;Bq;0.000452917;x;0.000449063;3.8537E-06
1141;Uranium-238;Air;low. pop.;Bq;0.005338602;x;0.004970025;0.000368577
1142;Uranium-238;Eau;groundwater;Bq;9.15095E-06;x;8.4012E-06;7.49757E-07
1143;Uranium-238;Eau;ocean;Bq;0.010803375;x;0.009916301;0.000887074
1144;Uranium-238;Eau;river;Bq;0.018218561;x;0.016928449;0.001290111
1145;Uranium alpha;Air;low. pop.;Bq;0.015461002;x;0.014347241;0.001113761
1146;Uranium alpha;Eau;river;Bq;0.302172258;x;0.28040456;0.021767698
1147;Urea;Eau;river;kg;2.60697E-14;x;2.3754E-14;2.3157E-15
1148;Vanadium;Air;;kg;2.51316E-10;x;2.30089E-10;2.12271E-11
1149;Vanadium;Air;high. pop.;kg;8.16637E-07;x;7.50749E-07;6.58884E-08
1150;Vanadium;Air;low. pop.;kg;3.24413E-09;x;3.04317E-09;2.00959E-10
1151;Vanadium;Sol;agricultural;kg;1.06426E-10;x;1.00262E-10;6.16343E-12
1152;Vanadium, ion;Eau;;kg;2.76473E-13;x;2.6365E-13;1.28233E-14
1153;Vanadium, ion;Eau;groundwater;kg;2.69061E-09;x;2.51835E-09;1.72257E-10
1154;Vanadium, ion;Eau;ocean;kg;7.5632E-09;x;6.95921E-09;6.03985E-10
1155;Vanadium, ion;Eau;river;kg;1.4989E-08;x;1.35137E-08;1.47531E-09
1156;Vermiculite;Brut;in ground;kg;8.61384E-09;x;8.23122E-09;3.82619E-10
1157;VOC, volatile organic compounds, unspecified origin;Eau;ocean;kg;4.27518E-06;x;3.92918E-06;3.46006E-07
1158;VOC, volatile organic compounds, unspecified origin;Eau;river;kg;8.8387E-06;x;7.77305E-06;1.06565E-06
1159;Volume occupied, final repository for low-active radioactive waste;Brut;in ground;m3;2.38595E-09;x;2.21409E-09;1.71862E-10
1160;Volume occupied, final repository for radioactive waste;Brut;in ground;m3;6.02274E-10;x;5.59854E-10;4.24201E-11
1161;Volume occupied, reservoir;Brut;in water;m3y;0.00151463;x;0.001400983;0.000113647
1162;Volume occupied, underground deposit;Brut;in ground;m3;9.89326E-09;x;9.32613E-09;5.67127E-10
1163;Water;Air;;kg;7.50102E-06;x;7.13168E-06;3.69334E-07
1164;Water;Air;high. pop.;kg;9.42848E-10;x;8.87854E-10;5.49939E-11
1165;Water;Air;low. pop.;kg;7.45172E-09;x;7.38772E-09;6.39917E-11
1166;Water;Air;stratosphere + troposphere;kg;4.52871E-08;x;4.48982E-08;3.88899E-10
1167;Water, cooling, unspecified natural origin/m3;Brut;in water;m3;0.005132087;x;0.004676944;0.000455143
1168;Water, lake;Brut;in water;m3;9.05848E-06;x;8.6662E-06;3.92279E-07
1169;Water, river;Brut;in water;m3;0.000976673;x;0.000893003;8.36696E-05
1170;Water, salt, ocean;Brut;in water;m3;0.000262682;x;0.000243234;1.94476E-05
1171;Water, salt, sole;Brut;in water;m3;0.000463196;x;0.000415695;4.75017E-05
1172;Water, turbine use, unspecified natural origin;Brut;in water;m3;0.928573816;x;0.8816788;0.046895016
1173;Water, unspecified natural origin/m3;Brut;in water;m3;0.001635075;x;0.00143805;0.000197025
1174;Water, well, in ground;Brut;in water;m3;0.00017311;x;0.000161501;1.16089E-05
1175;Wood, hard, standing;Brut;biotic;m3;9.80587E-07;x;9.34155E-07;4.64323E-08
1176;Wood, primary forest, standing;Brut;biotic;m3;3.69484E-09;x;3.33566E-09;3.59184E-10
1177;Wood, soft, standing;Brut;biotic;m3;2.41164E-06;x;2.29554E-06;1.16099E-07
1178;Wood, unspecified, standing/m3;Brut;biotic;m3;3.62472E-11;x;3.41501E-11;2.09712E-12
1179;Xenon-131m;Air;low. pop.;Bq;0.074554347;x;0.065127684;0.009426663
1180;Xenon-133;Air;low. pop.;Bq;2.381345496;x;2.05786872;0.323476776
1181;Xenon-133m;Air;low. pop.;Bq;0.009969543;x;0.009175964;0.000793578
1182;Xenon-135;Air;low. pop.;Bq;0.975648774;x;0.84482508;0.130823694
1183;Xenon-135m;Air;low. pop.;Bq;0.576487857;x;0.496409256;0.080078601
1184;Xenon-137;Air;low. pop.;Bq;0.011358368;x;0.009257406;0.002100962
1185;Xenon-138;Air;low. pop.;Bq;0.099476069;x;0.082883744;0.016592325
1186;Xylene;Air;;kg;5.10474E-07;x;6.33895E-09;5.04135E-07
1187;Xylene;Air;high. pop.;kg;2.01271E-05;x;1.97326E-05;3.94476E-07
1188;Xylene;Air;low. pop.;kg;5.09617E-07;x;4.74938E-07;3.46784E-08
1189;Xylene;Eau;;kg;8.14663E-12;x;7.76879E-12;3.77843E-13
1190;Xylene;Eau;ocean;kg;1.44297E-06;x;1.32621E-06;1.1676E-07
1191;Xylene;Eau;river;kg;2.3863E-06;x;2.09775E-06;2.88548E-07
1192;Zinc;Brut;in ground;kg;3.86649E-05;x;3.6983E-05;1.68194E-06
1193;Zinc;Air;;kg;3.20164E-07;x;9.40742E-08;2.26089E-07
1194;Zinc;Air;high. pop.;kg;5.37514E-08;x;4.95047E-08;4.24671E-09
1195;Zinc;Air;low. pop.;kg;3.50083E-07;x;3.43333E-07;6.75069E-09
1196;Zinc;Air;stratosphere + troposphere;kg;3.65228E-14;x;3.62092E-14;3.13636E-16
1197;Zinc;Sol;;kg;3.14268E-07;x;1.52612E-08;2.99007E-07
1198;Zinc;Sol;agricultural;kg;8.48792E-09;x;7.81961E-09;6.6831E-10
1199;Zinc;Sol;industrial;kg;2.5798E-07;x;2.33787E-07;2.41933E-08
1200;Zinc-65;Air;low. pop.;Bq;7.70626E-08;x;6.10492E-08;1.60134E-08
1201;Zinc-65;Eau;river;Bq;0.000190125;x;0.000150617;3.95073E-05
1202;Zinc, ion;Eau;;kg;3.27062E-07;x;2.70203E-08;3.00042E-07
1203;Zinc, ion;Eau;groundwater;kg;2.5355E-08;x;2.41883E-08;1.16664E-09
1204;Zinc, ion;Eau;lake;kg;8.73971E-15;x;8.64745E-15;9.2259E-17
1205;Zinc, ion;Eau;ocean;kg;7.358E-06;x;6.76753E-06;5.90477E-07
1206;Zinc, ion;Eau;river;kg;1.9678E-06;x;1.74577E-06;2.22027E-07
1207;Zirconium;Brut;in ground;kg;6.47972E-09;x;6.41226E-09;6.74611E-11
1208;Zirconium;Air;low. pop.;kg;1.17441E-10;x;1.07748E-10;9.69332E-12
1209;Zirconium-95;Air;low. pop.;Bq;7.53264E-08;x;5.96734E-08;1.5653E-08
1210;Zirconium-95;Eau;river;Bq;2.20168E-06;x;1.74417E-06;4.5751E-07
