SimaPro 7.3;Inventaire;Date:;04/03/2014;Heure:;16:46;;;;
Projet;_Forest resources database;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Calculation: ;Analyser;;;;;;;;
Results: ;Inventaire;;;;;;;;
Product: ;1 m3 _Oak harvesting wood, stemwood, over bark, mechanically felled, 80% water on dry mass basis, in forest/FR U (of project _Forest resources database);;;;;;;;
Méthode: ;;;;;;;;;
Indicateur: ;Inventaire;;;;;;;;
Unité: ;?;;;;;;;;
Compartiment: ;Tous les compartiments;;;;;;;;
Per sub-compartment: ;Oui;;;;;;;;
Default units: ;Non;;;;;;;;
Exclure les processus d'infrastructure: ;Non;;;;;;;;
Exclure les émissions à long terme: ;Oui;;;;;;;;
Sorted on item: ;Substance;;;;;;;;
Sort order: ;Croissant;;;;;;;;
;;;;;;;;;
N°;Substance;Compartiment;Sous-compartiment;Unité;Total;_Oak harvesting wood, stemwood, over bark, mechanically felled, 80% water on dry mass basis, in forest/FR U;_Hardwood, stemwood, diameter>7 cm , mechanically felling, in forest/FR U;Operation, lorry >28t, fleet average/CH S;Operation, passenger car, diesel, fleet average/RER S
933;Silver, ion;Eau;;kg;4.31756E-11;x;4.26292E-11;3.37474E-14;5.12602E-13
934;Silver, ion;Eau;groundwater;kg;9.79098E-10;x;9.72623E-10;3.99992E-13;6.07569E-12
935;Silver, ion;Eau;ocean;kg;2.77596E-08;x;2.7432E-08;2.02352E-11;3.07365E-10
936;Silver, ion;Eau;river;kg;8.29719E-08;x;8.12458E-08;1.06622E-10;1.61956E-09
937;Sodium;Air;;kg;2.4746E-11;x;2.43871E-11;2.21689E-14;3.36729E-13
938;Sodium;Air;high. pop.;kg;2.1818E-06;x;2.14974E-06;1.98027E-09;3.00796E-08
939;Sodium;Air;low. pop.;kg;5.49431E-08;x;5.48156E-08;7.8738E-12;1.19597E-10
940;Sodium;Sol;;kg;1.18112E-07;x;1.11444E-07;4.11863E-10;6.2558E-09
941;Sodium;Sol;industrial;kg;0.000128998;x;0.000127217;1.10047E-07;1.67155E-06
942;Sodium-24;Eau;river;Bq;5.36059E-05;x;5.19964E-05;9.94081E-08;0.00000151
943;Sodium chlorate;Air;high. pop.;kg;2.13352E-09;x;2.10522E-09;1.74783E-12;2.65486E-11
944;Sodium chloride;Brut;in ground;kg;0.001954546;x;0.001929867;1.52439E-06;2.31552E-05
945;Sodium dichromate;Air;high. pop.;kg;1.16076E-09;x;1.1448E-09;9.85478E-13;1.49691E-11
946;Sodium formate;Air;high. pop.;kg;2.63585E-11;x;2.61974E-11;9.9487E-15;1.51122E-13
947;Sodium formate;Eau;river;kg;6.33239E-11;x;6.2937E-11;2.39021E-14;3.63061E-13
948;Sodium hydroxide;Air;high. pop.;kg;1.0436E-09;x;1.03922E-09;2.70134E-13;4.10326E-12
949;Sodium nitrate;Brut;in ground;kg;4.39748E-13;x;4.34167E-13;3.44736E-16;5.23635E-15
950;Sodium sulphate;Brut;in ground;kg;5.14204E-05;x;5.07284E-05;4.27419E-08;6.49227E-07
951;Sodium, ion;Eau;;kg;2.18508E-05;x;2.0339E-05;9.3386E-08;1.41845E-06
952;Sodium, ion;Eau;groundwater;kg;5.72231E-05;x;5.67851E-05;2.70497E-08;4.10873E-07
953;Sodium, ion;Eau;ocean;kg;0.014162598;x;0.013995462;1.03236E-05;0.000156812
954;Sodium, ion;Eau;river;kg;0.028121567;x;0.027609325;3.16401E-05;0.000480602
955;Solids, inorganic;Eau;groundwater;kg;0.000427055;x;0.000423563;2.15667E-07;3.27586E-06
956;Solids, inorganic;Eau;river;kg;5.86827E-05;x;5.83841E-05;1.84388E-08;2.80072E-07
957;Solved solids;Eau;;kg;9.15461E-07;x;9.03877E-07;7.15541E-10;1.08685E-08
958;Solved solids;Eau;groundwater;kg;2.82917E-05;x;2.81694E-05;7.55517E-09;1.14762E-07
959;Solved solids;Eau;river;kg;0.000185234;x;0.000185095;8.59195E-09;1.30508E-07
960;Stibnite;Brut;in ground;kg;2.32025E-12;x;2.21443E-12;6.53567E-15;9.92762E-14
961;Strontium;Air;;kg;5.22116E-17;x;5.1696E-17;3.18508E-20;4.83801E-19
962;Strontium;Air;high. pop.;kg;2.13544E-08;x;2.1314E-08;2.49929E-12;3.7963E-11
963;Strontium;Air;low. pop.;kg;5.33073E-08;x;5.29341E-08;2.30545E-11;3.50188E-10
964;Strontium;Eau;;kg;1.12322E-09;x;1.10901E-09;8.77901E-13;1.33354E-11
965;Strontium;Eau;groundwater;kg;1.7253E-06;x;1.71515E-06;6.26788E-10;9.52044E-09
966;Strontium;Eau;ocean;kg;8.39404E-05;x;8.29499E-05;6.11871E-08;9.29392E-07
967;Strontium;Eau;river;kg;0.000166592;x;0.000163551;1.87853E-07;2.85337E-06
968;Strontium;Sol;agricultural;kg;6.19905E-09;x;6.08579E-09;6.99605E-12;1.06265E-10
969;Strontium;Sol;industrial;kg;6.44991E-07;x;6.36084E-07;5.50221E-10;8.35746E-09
970;Strontium-89;Eau;river;Bq;0.000239098;x;0.000234527;2.82352E-07;4.28873E-06
971;Strontium-90;Eau;ocean;Bq;0.180975304;x;0.179326559;0.000101839;0.001546906
972;Strontium-90;Eau;river;Bq;12.03387659;x;11.93503665;0.00610513;0.092734807
973;Styrene;Air;;kg;5.19471E-19;x;5.12897E-19;4.06038E-22;6.1674E-21
974;Styrene;Air;high. pop.;kg;2.99856E-09;x;2.95541E-09;2.66551E-12;4.04884E-11
975;Styrene;Air;low. pop.;kg;3.14112E-11;x;3.11511E-11;1.60624E-14;2.43983E-13
976;Sulfate;Air;;kg;8.05501E-10;x;7.94208E-10;6.97545E-13;1.05956E-11
977;Sulfate;Air;high. pop.;kg;7.26333E-06;x;7.18226E-06;5.00734E-09;7.60608E-08
978;Sulfate;Air;low. pop.;kg;8.93732E-08;x;8.85218E-08;5.25912E-11;7.9884E-10
979;Sulfate;Eau;;kg;8.19567E-08;x;8.08135E-08;7.06093E-11;1.07254E-09
980;Sulfate;Eau;groundwater;kg;0.001553531;x;0.001542435;6.85414E-07;1.0411E-05
981;Sulfate;Eau;ocean;kg;0.000253977;x;0.000250907;1.89613E-07;2.88017E-06
982;Sulfate;Eau;river;kg;0.000449002;x;0.000443342;3.49605E-07;5.31028E-06
983;Sulfide;Eau;ocean;kg;9.75573E-08;x;9.64113E-08;7.07861E-11;1.07519E-09
984;Sulfide;Eau;river;kg;7.12092E-08;x;6.96389E-08;9.69929E-11;1.47331E-09
985;Sulfite;Eau;river;kg;5.47454E-07;x;5.42914E-07;2.80466E-10;4.26017E-09
986;Sulfur;Brut;in ground;kg;4.49247E-07;x;4.43663E-07;3.44933E-10;5.23939E-09
987;Sulfur;Eau;;kg;5.46019E-11;x;5.39109E-11;4.26788E-14;6.48287E-13
988;Sulfur;Eau;ocean;kg;6.53561E-07;x;6.45891E-07;4.73749E-10;7.19613E-09
989;Sulfur;Eau;river;kg;2.45635E-05;x;2.42645E-05;1.84704E-08;2.80558E-07
990;Sulfur;Sol;agricultural;kg;1.04232E-07;x;1.03302E-07;5.74286E-11;8.7232E-10
991;Sulfur;Sol;industrial;kg;3.86991E-05;x;3.81647E-05;3.30134E-08;5.01459E-07
992;Sulfur dioxide;Air;;kg;0.001921132;x;0.00191697;2.57096E-07;3.90519E-06
993;Sulfur dioxide;Air;high. pop.;kg;0.002212789;x;0.002184251;1.76275E-06;2.67757E-05
994;Sulfur dioxide;Air;low. pop.;kg;0.006955418;x;0.006874208;5.01634E-06;7.61934E-05
995;Sulfur dioxide;Air;stratosphere + troposphere;kg;2.55897E-11;x;2.54165E-11;1.06993E-14;1.62519E-13
996;Sulfur hexafluoride;Air;;kg;4.44122E-08;x;4.40317E-08;2.35036E-11;3.57011E-10
997;Sulfur hexafluoride;Air;low. pop.;kg;2.27635E-11;x;2.25922E-11;1.05817E-14;1.60735E-13
998;Sulfur trioxide;Air;high. pop.;kg;1.10755E-11;x;1.09162E-11;9.83662E-15;1.4942E-13
999;Sulfuric acid;Air;high. pop.;kg;2.18744E-10;x;2.17826E-10;5.67301E-14;8.61713E-13
1000;Sulfuric acid;Air;low. pop.;kg;2.60491E-13;x;2.58164E-13;1.43788E-16;2.18403E-15
1001;Sulfuric acid;Sol;agricultural;kg;1.34819E-13;x;1.34254E-13;3.4869E-17;5.29641E-16
1002;Suspended solids, unspecified;Eau;;kg;2.90154E-05;x;2.89351E-05;4.95746E-09;7.53039E-08
1003;Suspended solids, unspecified;Eau;ocean;kg;0.00186436;x;0.001842852;1.32849E-06;2.01796E-05
1004;Suspended solids, unspecified;Eau;river;kg;0.000140937;x;0.000138979;1.20908E-07;1.83652E-06
1005;t-Butyl methyl ether;Air;high. pop.;kg;2.70299E-10;x;2.6776E-10;1.56843E-13;2.38238E-12
1006;t-Butyl methyl ether;Eau;ocean;kg;2.9968E-07;x;2.96144E-07;2.18437E-10;3.31796E-09
1007;t-Butyl methyl ether;Eau;river;kg;4.84282E-12;x;4.79582E-12;2.9026E-15;4.40895E-14
1008;t-Butylamine;Air;high. pop.;kg;4.31276E-14;x;4.17316E-14;8.62273E-17;1.30978E-15
1009;t-Butylamine;Eau;river;kg;1.03509E-13;x;1.00158E-13;2.06953E-16;3.14359E-15
1010;Talc;Brut;in ground;kg;2.45841E-07;x;2.44732E-07;6.84878E-11;1.04028E-09
1011;Tantalum;Brut;in ground;kg;6.57962E-09;x;6.5514E-09;1.74294E-12;2.64746E-11
1012;Tebutam;Sol;agricultural;kg;1.19763E-11;x;1.15849E-11;2.41736E-14;3.67193E-13
1013;Technetium-99m;Eau;river;Bq;0.000164163;x;0.000159265;3.02557E-07;4.59575E-06
1014;Teflubenzuron;Sol;agricultural;kg;2.80236E-12;x;2.78792E-12;8.91713E-16;1.35448E-14
1015;Tellurium;Brut;in ground;kg;8.96828E-10;x;8.92959E-10;2.39013E-13;3.63055E-12
1016;Tellurium-123m;Eau;river;Bq;0.000251187;x;0.000248846;1.44609E-07;2.19657E-06
1017;Tellurium-132;Eau;river;Bq;4.10223E-07;x;3.97907E-07;7.60742E-10;1.15552E-08
1018;Terpenes;Air;low. pop.;kg;1.18436E-09;x;1.167E-09;1.07214E-12;1.62856E-11
1019;Thallium;Air;;kg;1.5453E-10;x;1.52204E-10;1.43662E-13;2.1821E-12
1020;Thallium;Air;high. pop.;kg;1.95643E-10;x;1.95297E-10;2.13449E-14;3.24221E-13
1021;Thallium;Air;low. pop.;kg;5.41675E-11;x;5.40488E-11;7.33023E-15;1.11343E-13
1022;Thallium;Eau;;kg;4.89531E-14;x;4.83336E-14;3.82636E-17;5.81215E-16
1023;Thallium;Eau;groundwater;kg;9.59482E-11;x;9.53618E-11;3.62194E-14;5.5016E-13
1024;Thallium;Eau;river;kg;1.05431E-09;x;1.04565E-09;5.34491E-13;8.11878E-12
1025;Thiram;Sol;agricultural;kg;5.39216E-12;x;5.31314E-12;4.88129E-15;7.41436E-14
1026;Thorium;Air;high. pop.;kg;2.13499E-10;x;2.13095E-10;2.49621E-14;3.79166E-13
1027;Thorium;Air;low. pop.;kg;2.09801E-10;x;2.09367E-10;2.6839E-14;4.07674E-13
1028;Thorium-228;Air;;Bq;2.35793E-12;x;2.33464E-12;1.43844E-15;2.18492E-14
1029;Thorium-228;Air;high. pop.;Bq;0.00061806;x;0.000616889;7.23062E-08;1.09829E-06
1030;Thorium-228;Air;low. pop.;Bq;0.002118304;x;0.002100852;1.07798E-06;1.6374E-05
1031;Thorium-228;Eau;groundwater;Bq;7.8424E-07;x;7.74344E-07;6.11263E-10;9.28453E-09
1032;Thorium-228;Eau;ocean;Bq;9.254292035;x;9.14508217;0.006745777;0.102464088
1033;Thorium-228;Eau;river;Bq;18.41106566;x;18.07504514;0.020755328;0.315265193
1034;Thorium-230;Air;low. pop.;Bq;0.004753923;x;0.00470749;2.86811E-06;4.35646E-05
1035;Thorium-230;Eau;river;Bq;2.988682246;x;2.960210344;0.001758642;0.02671326
1036;Thorium-232;Air;;Bq;3.70533E-12;x;3.66873E-12;2.26038E-15;3.43343E-14
1037;Thorium-232;Air;high. pop.;Bq;0.000393323;x;0.000392578;4.60134E-08;6.98895E-07
1038;Thorium-232;Air;low. pop.;Bq;0.003329952;x;0.0033025;1.69566E-06;2.57564E-05
1039;Thorium-232;Eau;river;Bq;0.004779358;x;0.00473998;2.43236E-06;3.69459E-05
1040;Thorium-234;Air;low. pop.;Bq;0.001188226;x;0.001176903;6.99369E-07;1.06232E-05
1041;Thorium-234;Eau;river;Bq;0.021907069;x;0.021698366;1.28911E-05;0.000195812
1042;Tin;Brut;in ground;kg;4.14634E-07;x;4.12844E-07;1.10568E-10;1.6795E-09
1043;Tin;Air;;kg;1.17813E-09;x;1.16719E-09;6.76133E-13;1.02702E-11
1044;Tin;Air;high. pop.;kg;1.71169E-10;x;1.69897E-10;7.85264E-14;1.19276E-12
1045;Tin;Air;low. pop.;kg;3.938E-08;x;3.92958E-08;5.20103E-12;7.9E-11
1046;Tin;Sol;agricultural;kg;1.40996E-11;x;1.39199E-11;1.10987E-14;1.6858E-13
1047;Tin, ion;Eau;;kg;2.26654E-12;x;2.23786E-12;1.77127E-15;2.69044E-14
1048;Tin, ion;Eau;groundwater;kg;5.70528E-10;x;5.67367E-10;1.95241E-13;2.96564E-12
1049;Tin, ion;Eau;river;kg;1.84412E-09;x;1.83169E-09;7.67901E-13;1.16641E-11
1050;TiO2, 54% in ilmenite, 2.6% in crude ore, in ground;Brut;in ground;kg;0.000108164;x;0.000106518;1.01665E-07;1.54425E-06
1051;TiO2, 95% in rutile, 0.40% in crude ore, in ground;Brut;in ground;kg;6.61203E-11;x;6.44461E-11;1.0341E-13;1.57077E-12
1052;Titanium;Air;;kg;1.91337E-09;x;1.90942E-09;2.43788E-13;3.70298E-12
1053;Titanium;Air;high. pop.;kg;4.33017E-08;x;4.31935E-08;6.68832E-12;1.01591E-10
1054;Titanium;Air;low. pop.;kg;3.23117E-08;x;3.22447E-08;4.13425E-12;6.27956E-11
1055;Titanium;Sol;agricultural;kg;1.40956E-08;x;1.39766E-08;7.34578E-12;1.1158E-10
1056;Titanium, ion;Eau;;kg;3.55791E-12;x;3.51289E-12;2.78098E-15;4.22414E-14
1057;Titanium, ion;Eau;groundwater;kg;1.18652E-08;x;1.17753E-08;5.55454E-12;8.43702E-11
1058;Titanium, ion;Eau;ocean;kg;2.11176E-09;x;2.08092E-09;1.90474E-12;2.89315E-11
1059;Titanium, ion;Eau;river;kg;3.00259E-08;x;2.98017E-08;1.38485E-11;2.10348E-10
1060;TOC, Total Organic Carbon;Eau;;kg;3.06528E-06;x;3.05618E-06;5.61942E-10;8.53536E-09
1061;TOC, Total Organic Carbon;Eau;ocean;kg;0.001530761;x;0.0015093;1.32565E-06;2.01354E-05
1062;TOC, Total Organic Carbon;Eau;river;kg;0.007478917;x;0.007386071;5.73481E-06;8.71105E-05
1063;Toluene;Air;;kg;4.88834E-07;x;5.42108E-08;5.80758E-08;3.76547E-07
1064;Toluene;Air;high. pop.;kg;1.8443E-05;x;1.8105E-05;2.08808E-08;3.17166E-07
1065;Toluene;Air;low. pop.;kg;5.38193E-07;x;5.32883E-07;3.27987E-10;4.98199E-09
1066;Toluene;Eau;;kg;3.26575E-11;x;3.22442E-11;2.55257E-14;3.87729E-13
1067;Toluene;Eau;ocean;kg;7.05047E-06;x;6.96729E-06;5.13788E-09;7.80442E-08
1068;Toluene;Eau;river;kg;1.04943E-05;x;1.02985E-05;1.20931E-08;1.83691E-07
1069;Toluene, 2-chloro-;Air;high. pop.;kg;4.14983E-13;x;4.08832E-13;3.79961E-16;5.77127E-15
1070;Toluene, 2-chloro-;Eau;river;kg;8.59161E-13;x;8.46631E-13;7.73962E-16;1.17558E-14
1071;Transformation, from arable;Brut;land;m2;3.47665E-07;x;3.44475E-07;1.97001E-10;2.99232E-09
1072;Transformation, from arable, non-irrigated;Brut;land;m2;3.90555E-05;x;3.77796E-05;7.88137E-08;1.19713E-06
1073;Transformation, from arable, non-irrigated, fallow;Brut;land;m2;3.39691E-08;x;3.36892E-08;1.72873E-11;2.62586E-10
1074;Transformation, from dump site, inert material landfill;Brut;land;m2;1.45559E-06;x;1.43909E-06;1.01926E-09;1.54818E-08
1075;Transformation, from dump site, residual material landfill;Brut;land;m2;3.76695E-06;x;3.75502E-06;7.36859E-10;1.11928E-08
1076;Transformation, from dump site, sanitary landfill;Brut;land;m2;6.76912E-08;x;6.70163E-08;4.16867E-11;6.33204E-10
1077;Transformation, from dump site, slag compartment;Brut;land;m2;7.1558E-09;x;7.03119E-09;7.69669E-12;1.16912E-10
1078;Transformation, from forest;Brut;land;m2;0.002800797;x;0.002762386;2.37261E-06;3.60387E-05
1079;Transformation, from forest, extensive;Brut;land;m2;9.90592E-05;x;9.84895E-05;3.51886E-08;5.34497E-07
1080;Transformation, from forest, intensive, clear-cutting;Brut;land;m2;1.30725E-06;x;1.28809E-06;1.18343E-09;1.79751E-08
1081;Transformation, from industrial area;Brut;land;m2;1.82072E-06;x;1.80139E-06;1.194E-09;1.81365E-08
1082;Transformation, from industrial area, benthos;Brut;land;m2;3.26649E-09;x;3.25767E-09;5.44601E-13;8.27238E-12
1083;Transformation, from industrial area, built up;Brut;land;m2;9.45541E-09;x;9.3361E-09;7.36977E-12;1.11945E-10
1084;Transformation, from industrial area, vegetation;Brut;land;m2;1.61295E-08;x;1.5926E-08;1.25722E-11;1.90961E-10
1085;Transformation, from mineral extraction site;Brut;land;m2;8.21711E-06;x;8.15103E-06;4.08145E-09;6.19945E-08
1086;Transformation, from pasture and meadow;Brut;land;m2;1.2252E-05;x;1.21704E-05;5.04057E-09;7.65635E-08
1087;Transformation, from pasture and meadow, intensive;Brut;land;m2;3.18638E-08;x;3.08226E-08;6.43173E-11;9.76961E-10
1088;Transformation, from sea and ocean;Brut;land;m2;0.000827397;x;0.000817857;5.89242E-07;8.95028E-06
1089;Transformation, from shrub land, sclerophyllous;Brut;land;m2;7.2312E-06;x;7.18654E-06;2.7588E-09;4.1905E-08
1090;Transformation, from tropical rain forest;Brut;land;m2;1.30725E-06;x;1.28809E-06;1.18343E-09;1.79751E-08
1091;Transformation, from unknown;Brut;land;m2;0.000123439;x;0.000121599;1.13646E-07;1.72624E-06
1092;Transformation, to arable;Brut;land;m2;1.13614E-05;x;1.13007E-05;3.74609E-09;5.69006E-08
1093;Transformation, to arable, non-irrigated;Brut;land;m2;3.90881E-05;x;3.78111E-05;7.88777E-08;1.19812E-06
1094;Transformation, to arable, non-irrigated, fallow;Brut;land;m2;7.45529E-08;x;7.38759E-08;4.18193E-11;6.35193E-10
1095;Transformation, to dump site;Brut;land;m2;9.06679E-06;x;9.02808E-06;2.39061E-09;3.63122E-08
1096;Transformation, to dump site, benthos;Brut;land;m2;0.000827118;x;0.000817582;5.88998E-07;8.94641E-06
1097;Transformation, to dump site, inert material landfill;Brut;land;m2;1.45559E-06;x;1.43909E-06;1.01926E-09;1.54818E-08
1098;Transformation, to dump site, residual material landfill;Brut;land;m2;3.76695E-06;x;3.75502E-06;7.36867E-10;1.11928E-08
1099;Transformation, to dump site, sanitary landfill;Brut;land;m2;6.76912E-08;x;6.70163E-08;4.16867E-11;6.33204E-10
1100;Transformation, to dump site, slag compartment;Brut;land;m2;7.1558E-09;x;7.03119E-09;7.69669E-12;1.16912E-10
1101;Transformation, to forest;Brut;land;m2;6.58558E-06;x;6.53972E-06;2.83252E-09;4.30243E-08
1102;Transformation, to forest, intensive;Brut;land;m2;1.05739E-06;x;1.04684E-06;6.51847E-10;9.9011E-09
1103;Transformation, to forest, intensive, clear-cutting;Brut;land;m2;1.30725E-06;x;1.28809E-06;1.18343E-09;1.79751E-08
1104;Transformation, to forest, intensive, normal;Brut;land;m2;9.62703E-05;x;9.57278E-05;3.35107E-08;5.09006E-07
1105;Transformation, to forest, intensive, short-cycle;Brut;land;m2;1.30725E-06;x;1.28809E-06;1.18343E-09;1.79751E-08
1106;Transformation, to heterogeneous, agricultural;Brut;land;m2;0.000130273;x;0.000128433;1.13631E-07;1.72608E-06
1107;Transformation, to industrial area;Brut;land;m2;1.55128E-05;x;1.54181E-05;5.84964E-09;8.88564E-08
1108;Transformation, to industrial area, benthos;Brut;land;m2;2.9398E-07;x;2.90076E-07;2.41105E-10;3.66232E-09
1109;Transformation, to industrial area, built up;Brut;land;m2;1.747E-05;x;1.73265E-05;8.86504E-09;1.34652E-07
1110;Transformation, to industrial area, vegetation;Brut;land;m2;7.86238E-06;x;7.76529E-06;5.99661E-09;9.10884E-08
1111;Transformation, to mineral extraction site;Brut;land;m2;0.002693254;x;0.002656469;2.27214E-06;3.45127E-05
1112;Transformation, to pasture and meadow;Brut;land;m2;5.99469E-07;x;5.96743E-07;1.68406E-10;2.55801E-09
1113;Transformation, to permanent crop, fruit, intensive;Brut;land;m2;7.39642E-07;x;7.28772E-07;6.71444E-10;1.01989E-08
1114;Transformation, to sea and ocean;Brut;land;m2;3.26649E-09;x;3.25767E-09;5.44601E-13;8.27238E-12
1115;Transformation, to shrub land, sclerophyllous;Brut;land;m2;5.29739E-06;x;5.26816E-06;1.80552E-09;2.74243E-08
1116;Transformation, to traffic area, rail embankment;Brut;land;m2;3.85252E-07;x;3.73908E-07;7.00647E-10;1.06425E-08
1117;Transformation, to traffic area, rail network;Brut;land;m2;4.23451E-07;x;4.10983E-07;7.70134E-10;1.16978E-08
1118;Transformation, to traffic area, road embankment;Brut;land;m2;1.03333E-06;x;1.0229E-06;6.43978E-10;9.78177E-09
1119;Transformation, to traffic area, road network;Brut;land;m2;3.64671E-05;x;3.57033E-05;4.71744E-08;7.16575E-07
1120;Transformation, to unknown;Brut;land;m2;2.47665E-06;x;2.45315E-06;1.4517E-09;2.20508E-08
1121;Transformation, to urban, discontinuously built;Brut;land;m2;4.31042E-09;x;4.24552E-09;4.00908E-12;6.0895E-11
1122;Transformation, to water bodies, artificial;Brut;land;m2;8.46777E-06;x;8.35764E-06;6.80237E-09;1.03326E-07
1123;Transformation, to water courses, artificial;Brut;land;m2;8.75463E-06;x;8.34965E-06;2.5015E-08;3.79967E-07
1124;Tributyltin compounds;Eau;ocean;kg;1.42558E-07;x;1.40538E-07;1.24783E-10;1.89541E-09
1125;Triethylene glycol;Eau;ocean;kg;5.94597E-08;x;5.92948E-08;1.01807E-11;1.54635E-10
1126;Trimethylamine;Air;high. pop.;kg;3.54342E-15;x;3.41484E-15;7.94159E-18;1.20635E-16
1127;Trimethylamine;Eau;river;kg;8.50403E-15;x;8.19545E-15;1.90608E-17;2.89519E-16
1128;Tungsten;Air;low. pop.;kg;3.54857E-12;x;3.51476E-12;2.08816E-15;3.17177E-14
1129;Tungsten;Eau;groundwater;kg;2.68924E-08;x;2.66872E-08;1.2678E-11;1.92569E-10
1130;Tungsten;Eau;river;kg;9.09432E-09;x;9.02355E-09;4.37167E-12;6.64033E-11
1131;Ulexite;Brut;in ground;kg;9.33865E-08;x;9.26324E-08;4.65777E-11;7.07514E-10
1132;Uranium;Brut;in ground;kg;4.83751E-06;x;4.79137E-06;2.84988E-09;4.32884E-08
1133;Uranium;Air;high. pop.;kg;2.84298E-10;x;2.8376E-10;3.32399E-14;5.04895E-13
1134;Uranium;Air;low. pop.;kg;1.06669E-10;x;1.06448E-10;1.36464E-14;2.07276E-13
1135;Uranium-234;Air;low. pop.;Bq;0.014176863;x;0.01404066;8.41279E-06;0.00012779
1136;Uranium-234;Eau;river;Bq;0.02628555;x;0.026035138;1.54672E-05;0.000234945
1137;Uranium-235;Air;low. pop.;Bq;0.00067028;x;0.000663895;3.94428E-07;5.99116E-06
1138;Uranium-235;Eau;river;Bq;0.04337264;x;0.042959455;2.55217E-05;0.000387663
1139;Uranium-238;Air;;Bq;1.2316E-11;x;1.21943E-11;7.51326E-15;1.14122E-13
1140;Uranium-238;Air;high. pop.;Bq;0.001123749;x;0.001121621;1.31468E-07;1.99691E-06
1141;Uranium-238;Air;low. pop.;Bq;0.022341224;x;0.022137661;1.25738E-05;0.000190989
1142;Uranium-238;Eau;groundwater;Bq;3.28148E-05;x;3.24007E-05;2.55777E-08;3.88508E-07
1143;Uranium-238;Eau;ocean;Bq;0.038742913;x;0.038252988;3.0262E-05;0.000459663
1144;Uranium-238;Eau;river;Bq;0.076146094;x;0.075433573;4.40126E-05;0.000668508
1145;Uranium alpha;Air;low. pop.;Bq;0.064573342;x;0.06395822;3.79953E-05;0.000577127
1146;Uranium alpha;Eau;river;Bq;1.261975891;x;1.249953728;0.000742605;0.011279558
1147;Urea;Eau;river;kg;1.52617E-13;x;1.51338E-13;7.89976E-17;1.19994E-15
1148;Vanadium;Air;;kg;5.30958E-09;x;5.29785E-09;7.24152E-13;1.09994E-11
1149;Vanadium;Air;high. pop.;kg;2.4911E-06;x;2.45471E-06;2.24775E-09;3.4142E-08
1150;Vanadium;Air;low. pop.;kg;1.50763E-08;x;1.49653E-08;6.85549E-12;1.04133E-10
1151;Vanadium;Sol;agricultural;kg;4.0346E-10;x;4.00056E-10;2.1026E-13;3.19376E-12
1152;Vanadium, ion;Eau;;kg;5.59661E-13;x;5.52579E-13;4.37443E-16;6.64475E-15
1153;Vanadium, ion;Eau;groundwater;kg;1.15625E-08;x;1.14674E-08;5.87648E-12;8.92597E-11
1154;Vanadium, ion;Eau;ocean;kg;2.82668E-08;x;2.79332E-08;2.06046E-11;3.12972E-10
1155;Vanadium, ion;Eau;river;kg;7.25432E-08;x;7.17284E-08;5.03299E-11;7.64475E-10
1156;Vermiculite;Brut;in ground;kg;1.99411E-08;x;1.97298E-08;1.30529E-11;1.98265E-10
1157;VOC, volatile organic compounds, unspecified origin;Eau;ocean;kg;1.61934E-05;x;1.60023E-05;1.18035E-08;1.79293E-07
1158;VOC, volatile organic compounds, unspecified origin;Eau;river;kg;3.22739E-05;x;3.16854E-05;3.63536E-08;5.52199E-07
1159;Volume occupied, final repository for low-active radioactive waste;Brut;in ground;m3;9.96878E-09;x;9.87386E-09;5.8629E-12;8.90552E-11
1160;Volume occupied, final repository for radioactive waste;Brut;in ground;m3;2.51853E-09;x;2.4951E-09;1.44712E-12;2.19812E-11
1161;Volume occupied, reservoir;Brut;in water;m3y;0.00587685;x;0.005814083;3.87711E-06;5.88895E-05
1162;Volume occupied, underground deposit;Brut;in ground;m3;3.92273E-08;x;3.89141E-08;1.93465E-11;2.93873E-10
1163;Water;Air;;kg;5.51979E-05;x;5.49939E-05;1.25998E-08;1.91381E-07
1164;Water;Air;high. pop.;kg;3.52251E-09;x;3.49214E-09;1.87609E-12;2.84967E-11
1165;Water;Air;low. pop.;kg;5.22099E-09;x;5.18564E-09;2.18303E-12;3.31591E-11
1166;Water;Air;stratosphere + troposphere;kg;3.17305E-08;x;3.15157E-08;1.32668E-11;2.01519E-10
1167;Water, cooling, unspecified natural origin/m3;Brut;in water;m3;0.019589145;x;0.019337772;1.55272E-05;0.000235845
1168;Water, lake;Brut;in water;m3;2.09884E-05;x;2.07718E-05;1.3382E-08;2.03271E-07
1169;Water, river;Brut;in water;m3;0.003804482;x;0.003758272;2.8543E-06;4.33558E-05
1170;Water, salt, ocean;Brut;in water;m3;0.001048609;x;0.001037868;6.63425E-07;1.00773E-05
1171;Water, salt, sole;Brut;in water;m3;0.00172002;x;0.001693785;1.62044E-06;2.46144E-05
1172;Water, turbine use, unspecified natural origin;Brut;in water;m3;3.231350976;x;3.205451213;0.001599763;0.0243
1173;Water, unspecified natural origin/m3;Brut;in water;m3;0.007837296;x;0.00772848;6.72131E-06;0.000102094
1174;Water, well, in ground;Brut;in water;m3;0.000902714;x;0.000896302;3.96022E-07;6.01547E-06
1175;Wood, hard, standing;Brut;biotic;m3;3.66975E-06;x;3.64411E-06;1.58398E-09;2.40602E-08
