"idp","xl93","yl93","dc","dep"
153126,744412,6636720,NA,"58"
153150,957280,6740420,NA,"70"
153176,978969,6706258,NA,"25"
153213,571096,6685740,NA,"41"
153239,746750,6896123,NA,"2"
153276,836777,6671507,NA,"21"
153288,564152,6811710,NA,"28"
153303,742161,6590376,NA,"3"
153417,399513,6477332,NA,"33"
153537,858211,6607374,NA,"71"
153549,592583,6865439,8,"28"
153570,868801,6677228,NA,"21"
153572,872640,6425410,NA,"26"
153592,832763,6669542,NA,"21"
153636,695657,6289050,8,"12"
153638,453755,6287471,NA,"32"
153656,904583,6654938,NA,"39"
153697,641794,6775085,8,"45"
153728,566534,6857661,NA,"27"
153738,727186,6946261,NA,"2"
153740,724903,6676454,8,"58"
153777,878457,6871013,NA,"55"
153788,696722,6669098,NA,"18"
153790,666950,6439144,NA,"15"
153805,837630,6771427,NA,"52"
153877,377403,6217774,NA,"64"
153896,856418,6631370,NA,"71"
153898,347017,6655613,NA,"44"
153899,901255,6732908,8,"70"
153905,698579,6872545,NA,"77"
153933,784005,6576033,NA,"71"
153973,375808,6527804,NA,"17"
153991,655465,6736996,NA,"45"
154021,549367,6476094,NA,"24"
154066,902765,6459519,NA,"38"
154092,579040,6679678,NA,"36"
154125,533455,6244455,NA,"31"
154138,754609,6880066,NA,"51"
154156,882901,6922944,NA,"55"
154205,531486,6969889,NA,"76"
154239,833617,7003326,NA,"8"
154307,417439,6227434,NA,"64"
154317,582100,6327963,NA,"82"
154323,998866,6696093,NA,"25"
154404,529635,6506231,NA,"87"
154419,551030,6675914,8,"37"
154434,708933,6678588,8,"58"
154444,900666,6896806,8,"55"
154460,876407,6865034,8,"55"
154501,694228,6830607,8,"77"
154515,620263,6829230,8,"75"
154551,816544,6407906,NA,"7"
154579,833360,6739486,NA,"21"
154606,620932,6909177,NA,"60"
154633,569381,6719729,8,"41"
154643,196547,6830710,NA,"29"
154651,645275,6253911,NA,"11"
154665,933697,6554769,8,"74"
154682,957846,6342758,NA,"4"
154711,517395,6958012,NA,"76"
154773,925426,6754685,NA,"70"
154824,665120,6696944,NA,"18"
154825,949407,6522661,NA,"74"
154857,776996,6692001,7,"89"
154922,855056,6939175,8,"55"
154929,951302,6742470,NA,"70"
154939,685526,6746736,NA,"45"
200010,645625,6517252,0,"23"
200036,942964,6702571,0,"25"
200042,961329,6746381,8,"70"
200068,674505,6387130,0,"12"
200072,759720,6556655,0,"3"
200077,1213526,6108787,0,"2A"
200128,832285,6613590,8,"71"
200135,697601,6756627,8,"45"
200147,990959,6706154,8,"25"
200162,717332,6726482,0,"89"
200164,1019752,6799838,0,"68"
200189,671533,6271272,0,"34"
200208,551947,6546011,0,"87"
200304,531275,6222497,0,"31"
200411,773515,6987847,8,"59"
200429,866102,6595316,8,"1"
200473,667436,6259319,0,"34"
200508,498145,6564442,0,"86"
200602,577823,6533806,0,"87"
200641,756608,6880049,0,"51"
200664,639108,6693165,0,"18"
200705,942897,6926425,8,"57"
200714,753781,7018000,0,"59"
200716,427789,6271302,0,"64"
200736,547216,6697930,0,"37"
200776,409612,6247477,0,"64"
200791,849621,6537506,0,"1"
200792,1064346,6871404,0,"67"
200797,444755,6632828,0,"79"
200821,911013,6473036,0,"38"
200822,606917,6667454,0,"36"
200846,799404,6741774,0,"89"
200849,396681,6619234,0,"85"
200859,739958,6802238,0,"89"
200870,367447,6221851,8,"64"
200929,867471,6755183,0,"52"
200981,562719,6879680,0,"27"
201000,745023,6456468,0,"43"
201003,482011,6546591,0,"16"
201011,645506,6741077,0,"45"
201015,513452,6482386,0,"24"
201043,909146,6720849,0,"70"
201130,847657,6541519,0,"1"
201172,701303,6484813,0,"63"
201173,795468,6983662,0,"8"
201195,824173,6599671,8,"71"
201215,758180,6358450,0,"48"
201255,544170,6572054,0,"87"
201334,408227,6565184,8,"17"
201396,486520,6608502,0,"86"
201398,687160,6940603,0,"60"
201432,761838,6554239,0,"3"
201485,1015130,6727928,0,"68"
201557,582670,6635681,0,"36"
201602,745360,6748628,0,"89"
201656,641492,6739112,0,"45"
201665,912387,6632888,0,"39"
201675,953475,6778826,0,"88"
201739,813751,6783623,0,"10"
201765,1017875,6813845,0,"67"
201790,961588,6776358,8,"88"
201806,561189,6456014,0,"24"
201890,831601,7001344,0,"8"
201907,455873,6285056,0,"32"
201935,770797,6668072,8,"58"
201948,653701,6764992,8,"45"
201973,848170,6835295,0,"52"
201977,617453,6971172,0,"80"
201986,848940,6925235,0,"8"
202074,508136,6564359,0,"86"
202101,796939,6452031,0,"43"
202140,365482,6225863,0,"64"
202175,721769,6778408,0,"89"
202193,894197,6609064,0,"39"
202195,1048375,6873542,8,"67"
202213,986366,6868084,8,"57"
202227,657094,6930861,0,"60"
202304,649591,6275452,0,"81"
202361,845094,6709407,8,"21"
202378,758502,6632204,0,"58"
202387,788562,6641941,0,"71"
202418,764721,6893972,8,"51"
202430,523077,6919986,8,"27"
202437,615529,6741328,0,"45"
202463,854745,6669355,0,"21"
202499,558590,6623891,0,"36"
202514,805893,6799679,8,"10"
202525,868664,6661242,0,"21"
202643,925705,6554838,0,"74"
202667,928772,6446907,0,"38"
202676,861148,6483455,7,"38"
202690,571046,6679745,8,"37"
202692,555243,6701860,0,"37"
202702,667487,6503081,0,"63"
202711,842277,6847338,0,"51"
202746,662317,6838871,0,"75"
202747,694737,6416930,0,"15"
202751,634211,6347507,0,"12"
202767,568532,6857645,0,"27"
202779,565017,6915640,0,"27"
202784,868841,6915070,0,"55"
202815,919801,6333096,0,"4"
202831,448861,6888618,0,"14"
202918,743144,6470471,8,"43"
202948,643122,6695130,0,"18"
202958,564352,6835693,0,"28"
202964,889669,6547154,0,"1"
202968,787354,6969738,0,"2"
203000,971472,6532462,0,"73"
203005,611891,7023194,8,"80"
203035,798808,6671830,0,"21"
203048,691006,6922580,0,"60"
203056,648381,6369367,0,"12"
203131,476033,6548638,0,"16"
203158,427460,6231347,0,"64"
203228,834077,6823423,8,"52"
203245,833480,6753475,0,"21"
203274,715029,6690527,0,"58"
203283,643447,6257522,8,"11"
203332,957142,6724433,8,"70"
203389,855343,6739298,8,"52"
203432,617068,6701756,0,"41"
203506,499841,6286690,0,"32"
203624,603242,6227891,0,"9"
203641,973198,6732289,0,"70"
203714,801277,6961623,8,"8"
203754,510456,6844136,8,"61"
203783,962710,6906266,8,"57"
203811,918636,6894653,0,"54"
203831,232295,6802440,0,"22"
203907,869013,6935057,0,"55"
203919,924788,6912589,0,"57"
203948,936522,6667054,0,"25"
203963,709811,6782507,0,"89"
203984,923582,6772688,8,"88"
204002,791291,6727853,0,"89"
204089,900098,6830852,0,"55"
204106,754982,6924037,0,"2"
204158,781724,6777900,0,"10"
204178,520200,6814074,0,"61"
204213,541873,6536103,8,"87"
204236,729237,6732776,0,"89"
204249,929819,6800616,0,"88"
204351,397501,6719152,0,"49"
204356,566667,6394026,7,"46"
204359,246058,6774348,0,"56"
204361,660167,6345291,0,"12"
204387,573129,6929565,0,"76"
204447,979176,6730238,0,"70"
204484,558424,6603909,0,"36"
204493,503958,6542413,0,"16"
204502,266205,6794171,0,"56"
204513,1058368,6873455,8,"67"
204563,762193,6360415,0,"48"
204566,633252,6471397,0,"19"
204592,574345,6835610,0,"28"
204645,710685,6429184,0,"15"
204653,493203,6208828,0,"65"
204655,831772,6787466,0,"10"
204752,745174,6710257,0,"89"
204754,872846,6449386,0,"38"
204768,847828,6795324,0,"52"
204811,964156,6842292,0,"54"
204904,886855,6685067,0,"21"
204933,621046,6445523,0,"19"
204978,389389,6217676,0,"64"
205029,738773,6662347,8,"58"
205039,446049,6305116,0,"32"
205092,440011,6784757,0,"53"
205279,635095,6691200,8,"18"
205324,616699,6403599,0,"46"
205349,893433,6752961,0,"52"
205407,683931,6794717,0,"77"
205448,894711,6669012,8,"39"
205468,474547,6368816,0,"47"
205500,892919,6693009,8,"70"
205524,968603,6894222,8,"57"
205562,1004214,6851939,8,"57"
205591,412815,6637088,0,"85"
205605,729479,6508553,0,"63"
205641,856027,6819238,0,"52"
205667,885748,6789003,0,"52"
205701,440093,6794749,0,"53"
205714,957899,6580539,0,"74"
205731,760721,6658165,0,"58"
205743,569081,6683758,0,"37"
205744,1017788,6803852,8,"68"
205812,1011810,6805903,0,"68"
205833,968170,6844256,0,"54"
205898,1007449,6763969,0,"68"
205907,403312,6453323,0,"33"
205951,785474,6983747,8,"2"
206015,448014,6301104,0,"32"
206049,1030265,6859708,0,"67"
206070,654861,6427256,8,"15"
206139,677279,6716827,0,"45"
206354,873114,6947015,0,"55"
206367,915382,6748776,0,"70"
206380,705680,6292961,0,"34"
206451,540767,6883860,0,"27"
206454,636808,6657212,0,"18"
206463,964998,6708377,0,"25"
206562,855258,6729306,0,"21"
206622,826988,6929420,0,"8"
206628,824170,6833501,8,"51"
206643,530525,6853963,0,"61"
206644,811872,6797629,0,"10"
206649,762940,6684126,8,"58"
206688,753033,6694203,0,"58"
206732,991911,6816069,0,"88"
206802,953387,6752445,8,"70"
206810,220256,6796541,0,"56"
206823,777335,6748357,8,"89"
206902,845268,6963246,0,"8"
206924,732795,6664396,0,"58"
206933,729816,6548516,0,"63"
206943,681605,6281176,0,"81"
206971,631033,6461824,0,"19"
207024,593116,6929398,8,"76"
207028,891555,6766968,8,"52"
207057,438128,6798763,0,"53"
207072,562770,6645839,0,"36"
207082,842696,6907715,8,"8"
207118,935883,6808558,0,"88"
207165,830917,6921391,0,"8"
207183,633381,6725190,0,"41"
207196,891547,6533150,0,"1"
207209,928199,6844601,8,"54"
207290,855429,6749290,0,"52"
207360,638820,6897034,8,"60"
207380,813407,6977511,0,"8"
207451,548214,6817839,0,"61"
207471,677448,6736811,8,"45"
207508,776928,6700395,0,"89"
207548,974989,6708291,0,"25"
207568,333779,6747654,0,"35"
207598,780789,6667987,0,"71"
207641,965170,6728361,0,"70"
207667,559307,6470016,0,"24"
207688,879256,6731099,0,"52"
207739,629828,6317974,0,"81"
207748,775565,6993826,0,"59"
207751,805723,6779694,0,"10"
207786,629245,6947086,8,"60"
207803,947305,6510690,0,"73"
207827,582920,6665656,0,"36"
207877,663810,6541079,0,"23"
207904,552309,6606358,0,"36"
207912,573095,6685723,0,"41"
207985,837835,6795409,0,"52"
207987,802745,6430003,0,"7"
208032,847144,6715385,0,"21"
208049,892413,6866895,8,"55"
208056,684437,6854675,0,"77"
208078,630662,6639277,0,"18"
208094,958761,6680452,0,"25"
208104,741687,6534427,0,"63"
208108,321984,6771733,0,"35"
208112,835786,6789431,0,"10"
208202,652933,6197508,0,"11"
208237,938691,6670632,8,"25"
208376,367529,6231840,0,"64"
208384,848683,6895254,0,"55"
208394,732394,6380647,0,"48"
208401,735625,6526485,0,"63"
208419,866020,6819152,0,"52"
208477,833395,6977340,7,"8"
208548,823829,6793530,0,"10"
208615,593245,6705540,0,"41"
208717,963206,6732375,0,"70"
208739,883098,6713079,0,"21"
208747,586850,6657629,0,"36"
208749,413542,6239453,0,"64"
208790,697290,6482848,0,"63"
208807,817424,6745618,7,"21"
208822,674978,6680873,0,"18"
208922,912816,6682846,0,"25"
208953,531467,6486233,0,"24"
208971,594542,6621593,0,"36"
209038,807261,6725718,0,"21"
209067,425248,6205394,0,"64"
209146,864227,6843152,0,"55"
209175,166601,6834947,0,"29"
209233,904789,6678918,8,"39"
209235,1015824,6807867,8,"68"
209259,592911,6665573,0,"36"
209277,792915,6683871,8,"21"
209280,847657,6775339,0,"52"
209311,939467,6760560,8,"70"
209318,523276,6462323,0,"24"
209331,540601,6863873,8,"27"
209340,892740,6439224,0,"26"
209382,574761,6885576,8,"27"
209434,676973,6443056,0,"15"
209463,502097,6800233,0,"72"
209479,661342,6485149,0,"19"
209512,563819,6531924,0,"87"
209558,868156,6835124,0,"55"
209561,842619,6887310,0,"51"
209632,630289,6833144,0,"75"
209697,573144,6451918,0,"19"
209704,457673,6261066,0,"65"
209821,903931,6579005,8,"1"
209860,739704,6772260,0,"89"
209874,529529,6734051,0,"37"
209901,746631,6646293,0,"58"
209906,574775,6407945,0,"46"
209924,375553,6235770,0,"64"
209926,836127,6829402,8,"52"
209936,1010453,6879868,0,"67"
209958,682219,6828710,0,"77"
209959,611348,6719379,0,"41"
209972,511735,6516371,0,"16"
210010,876178,6605222,0,"71"
210033,348206,6311913,0,"40"
210048,673518,6744838,0,"45"
210075,984228,6852112,0,"57"
210114,509296,6704240,0,"37"
210153,605496,6497606,0,"19"
210196,623221,6705289,0,"41"
210197,800602,6647833,0,"71"
210214,575226,6701694,0,"41"
210236,701724,6534765,0,"63"
210264,988329,6864069,0,"57"
210288,665154,6700941,0,"18"
210380,222061,6772544,0,"56"
210443,525043,6915972,0,"27"
210506,639024,6683173,0,"18"
210507,503649,6746257,8,"72"
210512,218612,6840525,0,"22"
210544,921041,6779466,0,"88"
210577,736960,6920193,0,"2"
210581,657043,6687019,8,"18"
210611,949373,6750481,0,"70"
210635,959432,6526571,0,"74"
210685,668579,6632963,0,"18"
210688,938863,6690616,8,"25"
210751,649806,6539198,0,"23"
210796,725972,6566533,0,"3"
210797,943308,6742539,8,"70"
210810,741095,6464494,0,"43"
210816,686850,6666783,0,"18"
210845,777530,6989812,8,"59"
210861,687187,6706750,0,"18"
210880,737232,6716320,0,"58"
210892,567200,6697763,0,"41"
210907,569240,6718118,8,"41"
210948,645758,6771054,0,"45"
211013,791546,6757830,0,"89"
211115,777285,6725973,0,"89"
211136,434918,6409104,0,"33"
211145,522746,6880012,8,"27"
211150,479285,6216935,0,"65"
211216,529419,6480256,0,"24"
211258,853978,6813259,0,"52"
211259,238436,6820379,0,"22"
211262,936663,6682977,0,"25"
211279,843045,6703429,0,"21"
211403,552394,6839790,0,"28"
211423,867642,6775167,0,"52"
211445,873958,6579262,0,"1"
211470,381857,6273677,0,"64"
211475,911947,6349147,0,"26"
211477,623138,6695298,0,"41"
211482,969271,6740317,0,"70"
211486,762262,6604194,0,"71"
211560,605537,6741412,0,"45"
211611,919574,6555290,0,"74"
211647,386115,6305609,0,"40"
211648,626443,6851165,0,"75"
211735,908729,6904732,0,"54"
211748,601027,6201938,0,"9"
211766,753017,6928052,8,"2"
211789,901032,6706929,0,"70"
211797,779007,6458178,0,"43"
211880,738266,6602399,0,"3"
211904,597137,6453716,0,"19"
211997,752796,6430427,0,"43"
211998,916070,6828716,0,"54"
212006,712874,6908403,8,"2"
212109,692407,6614777,8,"3"
212138,469741,6754532,0,"72"
212146,719951,7036279,0,"59"
212273,809566,6761673,0,"21"
212327,402659,6617187,0,"85"
212333,368672,6615467,0,"85"
212365,656539,6627069,0,"18"
212394,732710,6654405,0,"58"
212438,696842,6666699,0,"18"
212532,563020,6675815,0,"37"
212538,868327,6855110,0,"55"
212549,689714,6295094,0,"12"
212612,830833,6677553,0,"21"
212662,644667,6641158,0,"18"
212727,553361,6715866,0,"37"
212847,900270,6850838,0,"55"
212878,445390,6225206,0,"65"
212929,672288,6361174,0,"12"
212987,921446,6756718,0,"70"
213010,740146,6588395,0,"3"
213074,842191,6837345,0,"52"
213160,827416,6979391,0,"8"
213206,505929,6798737,0,"72"
213223,550345,6833811,0,"28"
213273,872931,6459376,7,"38"
213288,708739,6418810,0,"48"
213311,679862,6548937,0,"63"
213371,1062295,6865425,0,"67"
213413,684410,6377056,0,"12"
213479,399295,6207605,0,"64"
213505,717717,6298853,8,"34"
213590,436975,6658872,8,"79"
213591,600978,6913341,0,"27"
213763,1021195,6735870,8,"68"
213770,542538,6616031,0,"36"
213806,860042,6821202,0,"52"
213846,814608,6649713,0,"71"
213896,429278,6694908,8,"49"
213898,543062,6198425,0,"9"
213991,602569,6625523,0,"36"
214035,895998,6818895,0,"88"
214036,652289,7072832,0,"62"
214044,795390,6739809,0,"89"
214054,423401,6463493,8,"33"
214106,935022,6708635,0,"70"
214150,385871,6763217,8,"35"
214186,644955,6437330,0,"15"
214235,806750,6665767,0,"21"
214263,686991,6920615,0,"60"
214273,372114,6303726,3,"40"
214274,614023,6561479,0,"23"
214291,752593,6878084,0,"51"
214311,734421,6620417,0,"3"
214318,934091,6832558,8,"54"
214327,705182,6944449,0,"60"
214329,450415,6834638,0,"61"
214374,845693,6779353,8,"52"
214399,905476,6758854,0,"52"
214439,661258,6475159,0,"15"
214490,854317,6619397,0,"71"
214499,579204,6459860,0,"19"
214511,801113,6707784,0,"21"
214556,821438,6747582,0,"21"
214573,746377,6616319,8,"3"
214581,479368,6226923,0,"65"
214589,913750,6558937,0,"1"
214613,755506,6750141,0,"89"
214685,793000,6693863,0,"21"
214724,459749,6754615,8,"72"
214779,613229,6705373,0,"41"
214802,246624,6844297,0,"22"
214845,555294,6468052,0,"24"
214896,538719,6877881,0,"27"
214942,852612,6887225,0,"55"
214955,734252,6600435,8,"3"
215005,751509,6514362,8,"63"
215079,916242,6848702,0,"54"
215093,754235,6600266,0,"3"
215107,401999,6293491,0,"40"
215205,812133,6593778,0,"71"
215247,427066,6668946,0,"49"
215270,270461,6826115,0,"22"
215307,823832,6559707,0,"69"
215380,558207,6817756,8,"28"
215432,863371,6743226,0,"52"
215473,617035,6921203,0,"60"
215493,712896,6674557,0,"58"
215509,1223953,6158637,0,"2B"
215570,638363,7080945,0,"62"
215652,407894,6281455,0,"40"
215661,572943,6188188,0,"9"
215690,648897,6906943,8,"60"
215715,914794,6912676,0,"54"
215717,846717,6665426,0,"21"
215737,754574,6640231,0,"58"
215764,531109,6202520,0,"9"
215802,697659,7000484,0,"62"
215866,842518,6891688,0,"51"
215877,441672,6782865,0,"53"
215886,411830,6517195,0,"17"
215900,747309,6726228,0,"89"
215986,974149,6842206,0,"54"
216015,601650,6515622,8,"87"
216092,536338,6831929,0,"61"
216168,553028,6675898,0,"37"
216186,605704,6761397,0,"45"
216196,884462,6639123,0,"39"
216207,911970,6816759,0,"54"
216225,932284,6622725,0,"39"
216229,941517,6766538,8,"88"
216232,775490,6749972,0,"89"
216265,825622,6769531,0,"21"
216333,712452,6858436,0,"77"
216374,655197,6467217,0,"15"
216402,789411,6741859,0,"89"
216420,675545,6273236,0,"34"
216446,928889,6924547,0,"57"
216457,783773,6783878,0,"10"
216478,669473,6976733,0,"80"
216568,695325,6486861,0,"63"
216682,676133,6343159,0,"12"
216716,936900,6694630,0,"25"
216791,720501,6628529,0,"58"
216796,212713,6852565,0,"22"
216814,599435,6489664,0,"19"
216819,590872,6182045,0,"9"
216853,874899,6689167,0,"21"
216870,671469,6738860,0,"45"
216919,650764,6415302,0,"15"
216956,741754,6778239,8,"89"
216975,978077,6834177,0,"54"
216988,666047,7044729,0,"62"
216992,858416,6631353,0,"71"
216996,864570,6883125,8,"55"
217024,562054,6799736,0,"28"
217035,861407,6747240,0,"52"
217159,507165,6688270,0,"37"
217206,467595,6494755,0,"16"
217207,365150,6673451,0,"44"
217217,890065,6827260,0,"55"
217244,601483,6495641,0,"19"
217397,702678,6410869,0,"15"
217418,947150,6724519,0,"70"
217441,648921,6195544,0,"11"
217476,643709,6765076,8,"45"
217500,964825,6688393,8,"25"
217532,959279,6740403,0,"70"
217552,631126,6933078,0,"60"
217569,1029397,6759782,8,"68"
217576,166681,6844940,0,"29"
217685,519063,6918020,0,"27"
217722,591197,6699562,0,"41"
217725,757541,6989982,0,"2"
217757,654877,6904894,0,"60"
217773,608756,6887291,0,"75"
217833,638894,6429388,0,"15"
217882,575941,6547809,0,"87"
217900,1005658,6787968,7,"68"
217907,584415,6622077,0,"36"
217920,270542,6836108,0,"22"
217978,729100,6936251,0,"2"
218003,890440,6637074,0,"39"
218023,591409,6485734,0,"19"
218046,934491,6414889,0,"38"
218057,761245,6484306,0,"63"
218124,925460,6758682,0,"70"
218136,368100,6545530,0,"17"
218146,682614,6401048,0,"12"
218248,688815,6662770,0,"18"
218298,425248,6205394,0,"64"
218340,478476,6360792,0,"47"
218342,410603,6611126,0,"85"
218345,816316,6615725,0,"71"
218399,658287,6359293,0,"12"
218408,961395,6522558,0,"74"
218423,842163,6843797,8,"52"
218453,787532,6755865,0,"89"
218465,912129,6602915,0,"39"
218487,625142,6457478,0,"19"
218517,512007,6790158,8,"72"
218518,734864,6436573,0,"43"
218528,834932,6923356,8,"8"
218588,679160,6702821,0,"18"
218638,1014381,6871838,0,"67"
218647,836298,6849387,0,"51"
218778,784475,6396190,0,"7"
218813,465727,6752567,0,"72"
218832,735182,6710342,0,"58"
218853,727070,6696421,8,"58"
218857,859528,6761246,0,"52"
218878,687384,6492923,0,"63"
218903,339595,6725622,8,"44"
218930,448450,6838652,0,"61"
218956,881899,6573199,0,"1"
218959,932299,6856558,0,"54"
219048,947495,6764488,0,"70"
219069,1018222,6853816,0,"67"
219079,882327,6623154,0,"71"
219093,922910,6926598,0,"57"
219123,421984,6537094,0,"17"
219137,500215,6814240,0,"72"
219179,563038,6198259,0,"9"
219199,409864,6521208,0,"17"
219219,868833,6447422,0,"26"
219233,885920,6808988,0,"88"
219254,593412,6725525,0,"41"
219274,875585,6769103,0,"52"
219332,618162,6339649,0,"82"
219346,463980,6298974,0,"32"
219391,851244,6727341,0,"21"
219395,904782,6777655,0,"88"
219456,708460,6622635,0,"3"
219470,950753,6910366,8,"57"
219478,511179,6690235,0,"37"
219538,508904,6898116,0,"14"
219549,466455,6598676,0,"79"
219601,210022,6766645,0,"29"
219669,429023,6421141,0,"33"
219680,543173,6452167,0,"24"
219694,728255,6836316,0,"77"
219708,407016,6431666,0,"33"
219723,804276,6609832,0,"71"
219852,931080,6482855,0,"38"
219864,633503,6501368,0,"19"
219879,783594,6997756,8,"59"
219888,829978,6811466,0,"52"
219933,919887,6343085,0,"4"
219934,934233,6384920,0,"5"
219943,604872,6183926,0,"9"
220055,760297,6608208,8,"71"
220064,918622,6660813,0,"25"
220090,867556,6765175,0,"52"
220108,1040519,6889600,0,"67"
220118,746530,6870140,0,"51"
220138,663508,6267343,0,"81"
220185,615445,6731336,0,"45"
220226,823059,6937450,0,"8"
220285,625773,6771222,8,"45"
220317,757825,6552275,0,"3"
220322,740588,6404555,0,"48"
220387,395530,6235606,0,"64"
220407,994395,6872012,0,"57"
220447,829551,6995364,8,"8"
220455,781629,7001771,0,"59"
220477,659461,6499152,8,"63"
220512,605370,6721427,0,"41"
220523,625393,6487448,0,"19"
220541,755760,6780119,0,"89"
220586,674053,6570968,0,"3"
220606,642702,6645171,0,"18"
220663,931524,6766624,0,"70"
220721,896761,6674990,0,"39"
220729,895904,6575077,0,"1"
